transaction_id,user_id,transaction_type,amount,transaction_date,payment_method,status,popcoins_earned,vendor_name,category
TXN00000243,U000008,Recharge,2112.1,2025-10-01 17:08:37,Net Banking,Completed,21,Gas Agency,Utilities
TXN00000244,U000008,Bill_Payment,2440.58,2025-09-07 17:08:37,Card,Completed,36,Electricity Board,Groceries
TXN00000245,U000008,UPI_Payment,3458.64,2025-10-11 17:08:37,Card,Completed,69,Mobile Operator,Fashion
TXN00000246,U000008,Bill_Payment,3052.97,2025-10-24 17:08:37,Net Banking,Completed,45,Electricity Board,Groceries
TXN00000247,U000008,Card_Payment,3815.29,2025-11-20 17:08:37,Card,Completed,38,Flipkart,Groceries
TXN00000248,U000008,UPI_Payment,1373.98,2025-11-21 17:08:37,UPI,Completed,27,Electricity Board,Groceries
TXN00000249,U000008,Recharge,2119.77,2025-11-13 17:08:37,Card,Pending,0,Gas Agency,Utilities
TXN00000250,U000008,Card_Payment,3827.45,2025-09-29 17:08:37,Card,Completed,38,Mobile Operator,Utilities
TXN00000251,U000008,Shopping,164.72,2025-09-30 17:08:37,Card,Failed,0,Flipkart,Fashion
TXN00000252,U000008,Recharge,1796.83,2025-10-01 17:08:37,Net Banking,Completed,17,Water Board,Groceries
TXN00000253,U000008,Bill_Payment,2706.62,2025-10-09 17:08:37,UPI,Completed,40,Electricity Board,Utilities
TXN00000254,U000008,Shopping,1861.39,2025-09-22 17:08:37,Net Banking,Completed,18,Flipkart,Utilities
TXN00000255,U000008,Recharge,1478.58,2025-10-07 17:08:37,Net Banking,Completed,14,Electricity Board,Entertainment
TXN00000256,U000008,Recharge,638.11,2025-10-14 17:08:37,Card,Pending,0,Electricity Board,Entertainment
TXN00000257,U000008,Bill_Payment,3787.08,2025-09-29 17:08:37,Card,Completed,56,Gas Agency,Electronics
TXN00000258,U000008,UPI_Payment,242.62,2025-10-04 17:08:37,Net Banking,Completed,4,Mobile Operator,Fashion
TXN00000259,U000008,Recharge,4471.0,2025-09-16 17:08:37,Card,Completed,44,Flipkart,Groceries
TXN00000260,U000008,Recharge,3709.63,2025-10-21 17:08:37,Net Banking,Completed,37,Gas Agency,Entertainment
TXN00000261,U000008,Shopping,3558.26,2025-12-01 17:08:37,Card,Completed,35,Electricity Board,Electronics
TXN00000262,U000008,Shopping,2939.33,2025-09-06 17:08:37,Net Banking,Completed,29,Amazon,Entertainment
TXN00000263,U000008,Shopping,1364.38,2025-09-20 17:08:37,Net Banking,Completed,13,Flipkart,Electronics
TXN00000264,U000008,Recharge,2428.22,2025-09-15 17:08:37,Card,Completed,24,Flipkart,Fashion
TXN00000265,U000008,UPI_Payment,2884.22,2025-11-09 17:08:37,UPI,Completed,57,Mobile Operator,Utilities
TXN00000266,U000008,Shopping,799.58,2025-10-12 17:08:37,Net Banking,Completed,7,Gas Agency,Groceries
TXN00000267,U000008,UPI_Payment,3543.59,2025-09-23 17:08:37,Card,Completed,70,Water Board,Groceries
TXN00000268,U000008,Recharge,1915.28,2025-10-06 17:08:37,Net Banking,Pending,0,Electricity Board,Entertainment
TXN00000269,U000008,Bill_Payment,3395.55,2025-09-07 17:08:37,Net Banking,Failed,0,Water Board,Utilities
TXN00000270,U000008,Recharge,2446.69,2025-10-29 17:08:37,Net Banking,Pending,0,Electricity Board,Fashion
TXN00000271,U000008,Bill_Payment,3867.31,2025-09-06 17:08:37,Net Banking,Completed,58,Mobile Operator,Utilities
TXN00000272,U000008,Shopping,1776.58,2025-10-29 17:08:37,Card,Failed,0,Amazon,Entertainment
TXN00000273,U000008,Recharge,1929.49,2025-10-20 17:08:37,UPI,Pending,0,Electricity Board,Electronics
TXN00000274,U000009,UPI_Payment,1764.5,2025-11-01 17:08:37,Net Banking,Completed,35,Mobile Operator,Fashion
TXN00000275,U000009,Card_Payment,4148.36,2025-09-23 17:08:37,Net Banking,Completed,41,Electricity Board,Fashion
TXN00000276,U000009,UPI_Payment,3097.6,2025-11-02 17:08:37,UPI,Completed,61,Water Board,Entertainment
TXN00000277,U000009,Card_Payment,3207.83,2025-10-12 17:08:37,Card,Completed,32,Water Board,Groceries
TXN00000278,U000009,UPI_Payment,3421.9,2025-09-24 17:08:37,UPI,Completed,68,Mobile Operator,Groceries
TXN00000279,U000009,Shopping,3270.17,2025-10-28 17:08:37,Card,Completed,32,Electricity Board,Electronics
TXN00000280,U000009,UPI_Payment,3278.88,2025-11-29 17:08:37,UPI,Completed,65,Mobile Operator,Fashion
TXN00000281,U000009,UPI_Payment,4986.0,2025-10-01 17:08:37,UPI,Completed,99,Water Board,Utilities
TXN00000282,U000009,UPI_Payment,95.87,2025-11-20 17:08:37,Card,Completed,1,Electricity Board,Groceries
TXN00000283,U000009,Recharge,2645.38,2025-11-16 17:08:37,Net Banking,Failed,0,Mobile Operator,Utilities
TXN00000284,U000009,Card_Payment,4053.63,2025-10-06 17:08:37,Net Banking,Completed,40,Electricity Board,Fashion
TXN00000285,U000009,UPI_Payment,3696.26,2025-09-22 17:08:37,Net Banking,Completed,73,Flipkart,Fashion
TXN00000286,U000009,Recharge,4287.93,2025-10-10 17:08:37,Net Banking,Failed,0,Electricity Board,Electronics
TXN00000287,U000009,Shopping,3362.82,2025-11-16 17:08:37,Card,Completed,33,Electricity Board,Fashion
TXN00000288,U000009,UPI_Payment,1340.89,2025-10-30 17:08:37,Card,Completed,26,Electricity Board,Entertainment
TXN00000289,U000009,Recharge,106.61,2025-09-06 17:08:37,UPI,Completed,1,Amazon,Electronics
TXN00000290,U000009,Shopping,1568.69,2025-09-30 17:08:37,Net Banking,Completed,15,Electricity Board,Electronics
TXN00000291,U000009,Bill_Payment,1869.34,2025-11-16 17:08:37,Card,Completed,28,Flipkart,Groceries
TXN00000292,U000009,Recharge,1899.44,2025-10-04 17:08:37,Net Banking,Completed,18,Water Board,Fashion
TXN00000293,U000009,Card_Payment,3417.69,2025-11-23 17:08:37,Net Banking,Completed,34,Mobile Operator,Entertainment
TXN00000294,U000009,Bill_Payment,436.61,2025-11-26 17:08:37,Net Banking,Completed,6,Gas Agency,Fashion
TXN00000295,U000009,Recharge,2706.47,2025-09-28 17:08:37,Card,Completed,27,Amazon,Fashion
TXN00000296,U000009,Recharge,2469.7,2025-10-07 17:08:37,UPI,Failed,0,Mobile Operator,Fashion
TXN00000297,U000009,Recharge,2106.35,2025-09-23 17:08:37,Card,Completed,21,Water Board,Utilities
TXN00000298,U000009,UPI_Payment,2009.95,2025-11-06 17:08:37,Net Banking,Completed,40,Amazon,Electronics
TXN00000299,U000009,Shopping,1755.42,2025-11-26 17:08:37,UPI,Completed,17,Mobile Operator,Electronics
TXN00000300,U000009,Bill_Payment,2073.89,2025-09-12 17:08:37,Net Banking,Completed,31,Water Board,Groceries
TXN00000301,U000009,Bill_Payment,4964.64,2025-10-16 17:08:37,Card,Completed,74,Amazon,Entertainment
TXN00000302,U000009,Card_Payment,3284.99,2025-11-11 17:08:37,Net Banking,Completed,32,Mobile Operator,Entertainment
TXN00000303,U000009,Card_Payment,3652.9,2025-12-03 17:08:37,UPI,Completed,36,Electricity Board,Groceries
TXN00000304,U000009,Recharge,2149.43,2025-11-04 17:08:37,UPI,Completed,21,Mobile Operator,Utilities
TXN00000305,U000009,Card_Payment,1414.47,2025-11-19 17:08:37,UPI,Failed,0,Water Board,Groceries
TXN00000306,U000009,Recharge,3841.96,2025-12-01 17:08:37,UPI,Failed,0,Flipkart,Electronics
TXN00000307,U000010,Recharge,216.2,2025-09-04 17:08:37,UPI,Completed,2,Flipkart,Electronics
TXN00000308,U000010,Shopping,2222.87,2025-11-26 17:08:37,UPI,Completed,22,Gas Agency,Utilities
TXN00000309,U000010,Card_Payment,4088.14,2025-10-24 17:08:37,Net Banking,Completed,40,Gas Agency,Utilities
TXN00000310,U000010,Card_Payment,1543.73,2025-09-10 17:08:37,Net Banking,Completed,15,Flipkart,Groceries
TXN00000311,U000010,Bill_Payment,1412.01,2025-09-19 17:08:37,Net Banking,Completed,21,Flipkart,Groceries
TXN00000312,U000010,Recharge,2503.32,2025-09-12 17:08:37,Net Banking,Pending,0,Mobile Operator,Entertainment
TXN00000313,U000010,Bill_Payment,3496.73,2025-10-26 17:08:37,Card,Completed,52,Flipkart,Entertainment
TXN00000314,U000010,Shopping,1242.79,2025-09-04 17:08:37,UPI,Completed,12,Mobile Operator,Electronics
TXN00000315,U000010,Recharge,2092.75,2025-09-27 17:08:37,UPI,Completed,20,Mobile Operator,Fashion
TXN00000316,U000010,Bill_Payment,1056.52,2025-10-07 17:08:37,Card,Completed,15,Amazon,Entertainment
TXN00000317,U000010,Card_Payment,305.11,2025-09-17 17:08:37,Net Banking,Completed,3,Amazon,Electronics
TXN00000318,U000010,Card_Payment,4033.02,2025-09-09 17:08:37,Net Banking,Completed,40,Flipkart,Groceries
TXN00000319,U000010,Card_Payment,4353.9,2025-12-02 17:08:37,UPI,Completed,43,Flipkart,Electronics
TXN00000320,U000010,Shopping,4576.48,2025-09-04 17:08:37,UPI,Completed,45,Mobile Operator,Fashion
TXN00000321,U000010,Recharge,1641.99,2025-10-05 17:08:37,Net Banking,Completed,16,Water Board,Utilities
TXN00000322,U000010,Bill_Payment,1344.73,2025-10-01 17:08:37,Card,Completed,20,Amazon,Groceries
TXN00000323,U000010,Bill_Payment,4575.94,2025-10-12 17:08:37,UPI,Completed,68,Gas Agency,Fashion
TXN00000324,U000010,Card_Payment,130.29,2025-09-20 17:08:37,Net Banking,Completed,1,Water Board,Groceries
TXN00000325,U000010,Bill_Payment,804.44,2025-10-16 17:08:37,Net Banking,Completed,12,Flipkart,Groceries
TXN00000326,U000010,Recharge,3290.31,2025-11-01 17:08:37,Card,Completed,32,Water Board,Groceries
TXN00000327,U000010,Shopping,882.76,2025-11-12 17:08:37,UPI,Completed,8,Water Board,Entertainment
TXN00000328,U000011,Card_Payment,4588.65,2025-09-12 17:08:37,UPI,Completed,45,Gas Agency,Electronics
TXN00000329,U000011,UPI_Payment,4728.68,2025-12-03 17:08:37,Card,Completed,94,Flipkart,Fashion
TXN00000330,U000011,UPI_Payment,3550.49,2025-09-30 17:08:37,Card,Completed,71,Electricity Board,Electronics
TXN00000331,U000011,Recharge,3206.76,2025-10-03 17:08:37,Net Banking,Failed,0,Mobile Operator,Electronics
TXN00000332,U000011,UPI_Payment,2684.45,2025-12-01 17:08:37,Net Banking,Completed,53,Water Board,Utilities
TXN00000333,U000011,Recharge,4888.52,2025-09-05 17:08:37,Net Banking,Completed,48,Mobile Operator,Fashion
TXN00000334,U000011,UPI_Payment,4594.34,2025-11-03 17:08:37,UPI,Completed,91,Gas Agency,Entertainment
TXN00000335,U000011,Bill_Payment,4085.31,2025-10-14 17:08:37,UPI,Completed,61,Electricity Board,Groceries
TXN00000336,U000011,Shopping,2846.76,2025-11-05 17:08:37,Card,Pending,0,Water Board,Electronics
TXN00000337,U000011,UPI_Payment,512.83,2025-09-24 17:08:37,Card,Completed,10,Amazon,Electronics
TXN00000338,U000011,Card_Payment,459.3,2025-09-12 17:08:37,Card,Completed,4,Gas Agency,Electronics
TXN00000339,U000011,Recharge,4599.8,2025-09-06 17:08:37,Net Banking,Completed,45,Mobile Operator,Utilities
TXN00000340,U000011,UPI_Payment,4624.59,2025-10-29 17:08:37,Net Banking,Completed,92,Gas Agency,Electronics
TXN00000341,U000011,Card_Payment,4647.39,2025-11-07 17:08:37,Net Banking,Completed,46,Flipkart,Groceries
TXN00000342,U000011,UPI_Payment,1531.42,2025-09-22 17:08:37,Card,Completed,30,Water Board,Entertainment
TXN00000343,U000011,Bill_Payment,1950.04,2025-09-06 17:08:37,Net Banking,Completed,29,Amazon,Entertainment
TXN00000344,U000011,Bill_Payment,315.8,2025-11-24 17:08:37,Card,Completed,4,Gas Agency,Entertainment
TXN00000345,U000011,Recharge,2013.68,2025-11-30 17:08:37,Net Banking,Completed,20,Electricity Board,Groceries
TXN00000346,U000011,Shopping,1179.29,2025-10-16 17:08:37,Card,Completed,11,Flipkart,Entertainment
TXN00000347,U000011,Shopping,474.19,2025-11-02 17:08:37,Net Banking,Completed,4,Amazon,Electronics
TXN00000348,U000011,Bill_Payment,813.39,2025-09-13 17:08:37,UPI,Completed,12,Water Board,Groceries
TXN00000349,U000011,Bill_Payment,1835.47,2025-10-25 17:08:37,Card,Completed,27,Electricity Board,Utilities
TXN00000350,U000011,UPI_Payment,705.91,2025-10-07 17:08:37,Net Banking,Completed,14,Gas Agency,Entertainment
TXN00000351,U000011,Shopping,561.3,2025-09-24 17:08:37,UPI,Completed,5,Gas Agency,Entertainment
TXN00000352,U000011,Bill_Payment,4325.4,2025-10-12 17:08:37,Card,Completed,64,Amazon,Entertainment
TXN00000353,U000011,Card_Payment,2881.2,2025-10-16 17:08:37,UPI,Completed,28,Flipkart,Utilities
TXN00000354,U000011,Bill_Payment,1378.61,2025-11-12 17:08:37,Card,Completed,20,Electricity Board,Groceries
TXN00000355,U000011,Bill_Payment,2446.95,2025-11-01 17:08:37,UPI,Completed,36,Water Board,Groceries
TXN00000356,U000011,Recharge,3102.51,2025-11-16 17:08:37,Card,Completed,31,Amazon,Groceries
TXN00000357,U000011,Bill_Payment,4215.99,2025-10-22 17:08:37,Card,Completed,63,Electricity Board,Groceries
TXN00000358,U000011,Recharge,723.82,2025-09-06 17:08:37,UPI,Completed,7,Mobile Operator,Utilities
TXN00000359,U000011,Card_Payment,4824.64,2025-10-27 17:08:37,Net Banking,Pending,0,Water Board,Groceries
TXN00000360,U000011,Recharge,3920.77,2025-10-29 17:08:37,Card,Completed,39,Electricity Board,Electronics
TXN00000361,U000011,Recharge,1039.01,2025-11-10 17:08:37,Net Banking,Pending,0,Gas Agency,Electronics
TXN00000362,U000011,Shopping,4717.73,2025-10-27 17:08:37,Net Banking,Completed,47,Amazon,Groceries
TXN00000363,U000011,Shopping,738.94,2025-11-01 17:08:37,Net Banking,Completed,7,Flipkart,Groceries
TXN00000364,U000011,Shopping,416.13,2025-10-03 17:08:37,Net Banking,Pending,0,Mobile Operator,Entertainment
TXN00000365,U000011,Recharge,4621.3,2025-10-11 17:08:37,Net Banking,Failed,0,Amazon,Utilities
TXN00000366,U000011,Recharge,2989.41,2025-11-20 17:08:37,UPI,Failed,0,Water Board,Utilities
TXN00000367,U000011,Card_Payment,3252.65,2025-09-12 17:08:37,Net Banking,Completed,32,Water Board,Groceries
TXN00000368,U000011,Bill_Payment,4830.3,2025-12-02 17:08:37,UPI,Completed,72,Electricity Board,Fashion
TXN00000369,U000011,Recharge,3746.92,2025-09-06 17:08:37,Net Banking,Completed,37,Flipkart,Groceries
TXN00000370,U000011,Bill_Payment,1986.11,2025-09-19 17:08:37,Net Banking,Completed,29,Gas Agency,Fashion
TXN00000371,U000011,Bill_Payment,4988.63,2025-10-27 17:08:37,Card,Completed,74,Amazon,Electronics
TXN00000372,U000011,Card_Payment,1774.23,2025-11-07 17:08:37,Net Banking,Completed,17,Mobile Operator,Utilities
TXN00000373,U000011,Shopping,533.23,2025-10-07 17:08:37,Card,Completed,5,Amazon,Utilities
TXN00000374,U000012,UPI_Payment,161.8,2025-11-20 17:08:37,Net Banking,Completed,3,Flipkart,Fashion
TXN00000375,U000012,Recharge,913.54,2025-09-23 17:08:37,Card,Completed,9,Mobile Operator,Fashion
TXN00000376,U000012,Shopping,3167.31,2025-09-10 17:08:37,Card,Completed,31,Mobile Operator,Electronics
TXN00000377,U000012,Recharge,4421.33,2025-10-10 17:08:37,Card,Completed,44,Amazon,Fashion
TXN00000378,U000012,Card_Payment,1427.81,2025-11-25 17:08:37,Net Banking,Completed,14,Amazon,Entertainment
TXN00000379,U000012,Card_Payment,1860.68,2025-11-19 17:08:37,Card,Completed,18,Water Board,Groceries
TXN00000380,U000012,Recharge,4831.29,2025-10-15 17:08:37,Net Banking,Completed,48,Mobile Operator,Entertainment
TXN00000381,U000012,UPI_Payment,1772.23,2025-09-15 17:08:37,UPI,Completed,35,Water Board,Utilities
TXN00000382,U000012,Recharge,2971.33,2025-10-24 17:08:37,UPI,Completed,29,Flipkart,Utilities
TXN00000383,U000012,UPI_Payment,956.07,2025-09-29 17:08:37,Card,Completed,19,Mobile Operator,Entertainment
TXN00000384,U000012,Card_Payment,2895.29,2025-10-02 17:08:37,Net Banking,Completed,28,Gas Agency,Fashion
TXN00000385,U000012,Recharge,875.98,2025-11-10 17:08:37,Card,Completed,8,Mobile Operator,Entertainment
TXN00000386,U000012,UPI_Payment,4334.34,2025-10-02 17:08:37,UPI,Pending,0,Flipkart,Groceries
TXN00000387,U000012,Recharge,2551.92,2025-09-07 17:08:37,Card,Completed,25,Mobile Operator,Groceries
TXN00000388,U000012,Shopping,877.9,2025-11-05 17:08:37,Card,Completed,8,Amazon,Utilities
TXN00000389,U000012,Card_Payment,2711.16,2025-10-06 17:08:37,Net Banking,Completed,27,Water Board,Groceries
TXN00000390,U000012,Recharge,2578.49,2025-10-30 17:08:37,Net Banking,Completed,25,Electricity Board,Entertainment
TXN00000391,U000013,Shopping,2754.45,2025-11-20 17:08:37,Net Banking,Pending,0,Water Board,Fashion
TXN00000392,U000013,Bill_Payment,4380.31,2025-10-31 17:08:37,Card,Completed,65,Amazon,Groceries
TXN00000393,U000013,UPI_Payment,3889.38,2025-09-19 17:08:37,Net Banking,Completed,77,Electricity Board,Entertainment
TXN00000394,U000013,Shopping,871.61,2025-11-07 17:08:37,UPI,Completed,8,Amazon,Entertainment
TXN00000395,U000013,Bill_Payment,2684.79,2025-11-12 17:08:37,Card,Completed,40,Water Board,Utilities
TXN00000396,U000013,Bill_Payment,2885.04,2025-09-29 17:08:37,Net Banking,Pending,0,Amazon,Fashion
TXN00000397,U000013,Shopping,4597.91,2025-09-11 17:08:37,UPI,Pending,0,Water Board,Fashion
TXN00000398,U000013,Card_Payment,773.91,2025-11-02 17:08:37,Net Banking,Completed,7,Mobile Operator,Groceries
TXN00000399,U000013,Card_Payment,2908.26,2025-10-11 17:08:37,Card,Completed,29,Mobile Operator,Electronics
TXN00000400,U000013,UPI_Payment,2044.11,2025-09-06 17:08:37,Card,Completed,40,Mobile Operator,Groceries
TXN00000401,U000013,Bill_Payment,2930.68,2025-11-22 17:08:37,Net Banking,Failed,0,Mobile Operator,Utilities
TXN00000402,U000013,UPI_Payment,3988.61,2025-10-10 17:08:37,UPI,Completed,79,Mobile Operator,Utilities
TXN00000403,U000013,Bill_Payment,4150.3,2025-09-21 17:08:37,UPI,Completed,62,Gas Agency,Groceries
TXN00000404,U000013,Bill_Payment,4476.07,2025-11-28 17:08:37,UPI,Completed,67,Water Board,Groceries
TXN00000405,U000013,UPI_Payment,664.97,2025-10-08 17:08:37,Card,Failed,0,Amazon,Groceries
TXN00000406,U000013,Card_Payment,4978.69,2025-09-11 17:08:37,Card,Failed,0,Flipkart,Utilities
TXN00000407,U000013,UPI_Payment,3290.21,2025-10-17 17:08:37,Net Banking,Completed,65,Water Board,Fashion
TXN00000408,U000014,Shopping,3146.74,2025-11-04 17:08:37,Card,Completed,31,Water Board,Electronics
TXN00000409,U000014,UPI_Payment,55.38,2025-11-17 17:08:37,Net Banking,Completed,1,Flipkart,Entertainment
TXN00000410,U000014,Shopping,95.97,2025-11-18 17:08:37,Card,Completed,0,Water Board,Fashion
TXN00000411,U000014,Shopping,400.6,2025-11-20 17:08:37,UPI,Completed,4,Electricity Board,Utilities
TXN00000412,U000014,Bill_Payment,728.79,2025-11-16 17:08:37,Net Banking,Completed,10,Water Board,Fashion
TXN00000413,U000014,UPI_Payment,2676.02,2025-09-11 17:08:37,UPI,Completed,53,Mobile Operator,Utilities
TXN00000414,U000014,Card_Payment,3159.0,2025-10-12 17:08:37,Net Banking,Completed,31,Water Board,Groceries
TXN00000415,U000014,Card_Payment,479.11,2025-11-18 17:08:37,Net Banking,Completed,4,Water Board,Groceries
TXN00000416,U000014,Bill_Payment,4818.08,2025-11-16 17:08:37,UPI,Completed,72,Electricity Board,Electronics
TXN00000417,U000014,Card_Payment,2789.31,2025-09-17 17:08:37,Card,Completed,27,Water Board,Electronics
TXN00000418,U000014,Bill_Payment,1066.96,2025-11-09 17:08:37,Net Banking,Completed,16,Mobile Operator,Utilities
TXN00000419,U000014,UPI_Payment,3929.82,2025-11-03 17:08:37,Card,Completed,78,Mobile Operator,Electronics
TXN00000420,U000014,Card_Payment,2522.93,2025-09-27 17:08:37,UPI,Completed,25,Electricity Board,Utilities
TXN00000421,U000014,Card_Payment,1964.85,2025-10-11 17:08:37,Card,Completed,19,Gas Agency,Fashion
TXN00000422,U000014,Shopping,4774.54,2025-12-01 17:08:37,Net Banking,Completed,47,Amazon,Electronics
TXN00000423,U000014,Bill_Payment,1117.93,2025-10-14 17:08:37,Net Banking,Failed,0,Electricity Board,Entertainment
TXN00000424,U000014,Shopping,2146.7,2025-09-13 17:08:37,Net Banking,Completed,21,Gas Agency,Entertainment
TXN00000425,U000014,Card_Payment,1423.47,2025-09-29 17:08:37,UPI,Completed,14,Flipkart,Entertainment
TXN00000426,U000015,Shopping,2952.86,2025-09-11 17:08:37,Net Banking,Completed,29,Water Board,Electronics
TXN00000427,U000015,Bill_Payment,3508.45,2025-11-03 17:08:37,UPI,Completed,52,Flipkart,Electronics
TXN00000428,U000015,Shopping,624.13,2025-11-26 17:08:37,Card,Completed,6,Water Board,Fashion
TXN00000429,U000015,UPI_Payment,112.69,2025-12-02 17:08:37,UPI,Completed,2,Mobile Operator,Utilities
TXN00000430,U000015,Recharge,2610.25,2025-10-31 17:08:37,UPI,Completed,26,Electricity Board,Fashion
TXN00000431,U000015,Bill_Payment,3678.03,2025-11-30 17:08:37,Card,Completed,55,Mobile Operator,Utilities
TXN00000432,U000015,Recharge,366.17,2025-09-21 17:08:37,Net Banking,Completed,3,Amazon,Groceries
TXN00000433,U000015,Shopping,2578.37,2025-09-22 17:08:37,UPI,Completed,25,Electricity Board,Fashion
TXN00000434,U000015,Bill_Payment,3877.98,2025-09-08 17:08:37,Net Banking,Failed,0,Amazon,Fashion
TXN00000435,U000015,Recharge,62.71,2025-12-02 17:08:37,UPI,Failed,0,Amazon,Groceries
TXN00000436,U000015,Bill_Payment,1945.75,2025-11-29 17:08:37,Net Banking,Completed,29,Water Board,Groceries
TXN00000437,U000015,Card_Payment,1642.92,2025-10-24 17:08:37,Card,Completed,16,Amazon,Entertainment
TXN00000438,U000015,Bill_Payment,641.03,2025-11-27 17:08:37,UPI,Completed,9,Flipkart,Entertainment
TXN00000439,U000015,UPI_Payment,4772.69,2025-10-05 17:08:37,Card,Completed,95,Electricity Board,Utilities
TXN00000440,U000015,UPI_Payment,2787.8,2025-11-08 17:08:37,Card,Completed,55,Gas Agency,Utilities
TXN00000441,U000015,Recharge,1250.79,2025-10-01 17:08:37,UPI,Completed,12,Water Board,Entertainment
TXN00000442,U000015,Card_Payment,795.3,2025-11-30 17:08:37,UPI,Failed,0,Gas Agency,Utilities
TXN00000443,U000015,UPI_Payment,4757.4,2025-09-10 17:08:37,Card,Completed,95,Water Board,Utilities
TXN00000444,U000015,UPI_Payment,1065.71,2025-10-11 17:08:37,Card,Pending,0,Amazon,Fashion
TXN00000445,U000015,Bill_Payment,510.48,2025-09-28 17:08:37,Card,Failed,0,Water Board,Utilities
TXN00000446,U000015,Shopping,4874.05,2025-11-21 17:08:37,Net Banking,Completed,48,Flipkart,Groceries
TXN00000447,U000015,UPI_Payment,2979.88,2025-09-10 17:08:37,UPI,Completed,59,Flipkart,Utilities
TXN00000448,U000015,Bill_Payment,4262.02,2025-10-14 17:08:37,Net Banking,Failed,0,Water Board,Utilities
TXN00000449,U000015,Bill_Payment,2291.15,2025-11-08 17:08:37,UPI,Completed,34,Gas Agency,Electronics
TXN00000450,U000015,Card_Payment,573.01,2025-10-24 17:08:37,Card,Completed,5,Amazon,Entertainment
TXN00000451,U000015,Bill_Payment,4824.94,2025-10-25 17:08:37,Card,Completed,72,Electricity Board,Electronics
TXN00000452,U000015,UPI_Payment,830.2,2025-09-04 17:08:37,Net Banking,Completed,16,Gas Agency,Electronics
TXN00000453,U000015,Card_Payment,4187.83,2025-11-22 17:08:37,Net Banking,Completed,41,Flipkart,Utilities
TXN00000454,U000015,Shopping,2591.63,2025-10-31 17:08:37,UPI,Completed,25,Amazon,Groceries
TXN00000455,U000015,Shopping,2801.97,2025-11-21 17:08:37,Card,Completed,28,Amazon,Fashion
TXN00000456,U000015,UPI_Payment,109.19,2025-11-05 17:08:37,UPI,Completed,2,Flipkart,Groceries
TXN00000457,U000015,Bill_Payment,3447.11,2025-11-23 17:08:37,Net Banking,Failed,0,Gas Agency,Utilities
TXN00000458,U000015,UPI_Payment,157.91,2025-09-12 17:08:37,Card,Completed,3,Flipkart,Electronics
TXN00000459,U000015,Bill_Payment,656.51,2025-11-27 17:08:37,UPI,Failed,0,Gas Agency,Groceries
TXN00000460,U000015,Shopping,2505.83,2025-10-10 17:08:37,UPI,Completed,25,Electricity Board,Fashion
TXN00000461,U000016,Bill_Payment,1435.28,2025-11-29 17:08:37,Net Banking,Failed,0,Gas Agency,Entertainment
TXN00000462,U000016,Card_Payment,3254.03,2025-09-24 17:08:37,Card,Completed,32,Amazon,Electronics
TXN00000463,U000016,Bill_Payment,1945.93,2025-09-12 17:08:37,Net Banking,Completed,29,Flipkart,Entertainment
TXN00000464,U000016,UPI_Payment,4947.55,2025-10-19 17:08:37,Card,Completed,98,Gas Agency,Groceries
TXN00000465,U000016,Bill_Payment,4567.75,2025-10-15 17:08:37,Card,Completed,68,Flipkart,Electronics
TXN00000466,U000016,Bill_Payment,3005.73,2025-10-29 17:08:37,UPI,Completed,45,Mobile Operator,Entertainment
TXN00000467,U000016,Bill_Payment,3845.87,2025-11-13 17:08:37,UPI,Pending,0,Flipkart,Fashion
TXN00000468,U000016,Bill_Payment,2691.76,2025-11-26 17:08:37,UPI,Completed,40,Gas Agency,Groceries
TXN00000469,U000016,Bill_Payment,4679.27,2025-11-11 17:08:37,UPI,Pending,0,Flipkart,Entertainment
TXN00000470,U000016,Bill_Payment,4040.74,2025-09-19 17:08:37,UPI,Completed,60,Water Board,Utilities
TXN00000471,U000016,Recharge,2839.85,2025-11-09 17:08:37,Card,Completed,28,Gas Agency,Utilities
TXN00000472,U000016,Card_Payment,2477.66,2025-11-04 17:08:37,Net Banking,Completed,24,Flipkart,Electronics
TXN00000473,U000016,Recharge,2416.05,2025-09-16 17:08:37,UPI,Completed,24,Flipkart,Utilities
TXN00000474,U000016,Card_Payment,4597.96,2025-10-23 17:08:37,UPI,Completed,45,Amazon,Fashion
TXN00000475,U000016,Recharge,3538.25,2025-11-19 17:08:37,Net Banking,Completed,35,Electricity Board,Electronics
TXN00000476,U000016,Bill_Payment,3537.46,2025-09-19 17:08:37,UPI,Completed,53,Electricity Board,Utilities
TXN00000477,U000016,Bill_Payment,725.44,2025-10-09 17:08:37,Net Banking,Completed,10,Mobile Operator,Utilities
TXN00000478,U000016,Card_Payment,3550.56,2025-09-16 17:08:37,Card,Completed,35,Flipkart,Entertainment
TXN00000479,U000016,Card_Payment,1923.0,2025-10-27 17:08:37,UPI,Completed,19,Flipkart,Electronics
TXN00000480,U000016,Recharge,1988.43,2025-09-22 17:08:37,UPI,Pending,0,Flipkart,Entertainment
TXN00000481,U000016,Bill_Payment,4609.14,2025-11-05 17:08:37,Net Banking,Pending,0,Gas Agency,Electronics
TXN00000482,U000016,Shopping,746.18,2025-11-03 17:08:37,Card,Completed,7,Electricity Board,Fashion
TXN00000483,U000016,UPI_Payment,4117.23,2025-10-22 17:08:37,Card,Completed,82,Amazon,Utilities
TXN00000484,U000016,Card_Payment,1285.23,2025-11-01 17:08:37,UPI,Completed,12,Water Board,Electronics
TXN00000485,U000016,UPI_Payment,1960.39,2025-11-12 17:08:37,Card,Completed,39,Mobile Operator,Groceries
