notification_id,user_id,notification_type,title,message,sent_at,is_read,read_at,clicked,channel,priority
NOTIF00000187,U000011,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-14 13:10:40,True,2025-11-22 17:10:40,False,In-App,Medium
NOTIF00000188,U000011,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-19 09:10:40,True,,False,SMS,High
NOTIF00000189,U000011,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-12 09:10:40,False,2025-11-27 17:10:40,True,Push,Medium
NOTIF00000190,U000011,popCoin Expiring,popCoin Expiring,131 popCoins expiring in 3 days!,2025-11-15 04:10:40,True,2025-11-19 17:10:40,True,Push,Low
NOTIF00000191,U000011,popCoin Earned,popCoin Earned,You earned 13 popCoins! 🎉,2025-11-03 01:10:40,True,2025-11-29 17:10:40,True,Push,Medium
NOTIF00000192,U000011,New Deal,New Deal,New deals matching your interests!,2025-11-27 06:10:40,False,,True,In-App,Low
NOTIF00000193,U000011,Budget Alert,Budget Alert,You've used 95% of your monthly budget.,2025-12-02 14:10:40,True,,True,SMS,Low
NOTIF00000194,U000011,popCoin Earned,popCoin Earned,You earned 98 popCoins! 🎉,2025-11-26 03:10:40,True,2025-11-15 17:10:40,False,In-App,Low
NOTIF00000195,U000011,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-25 16:10:40,False,2025-11-04 17:10:40,False,SMS,Medium
NOTIF00000196,U000011,Challenge Update,Challenge Update,You're 60% through your challenge!,2025-11-13 01:10:40,False,2025-12-02 17:10:40,True,Push,Medium
NOTIF00000197,U000011,Challenge Update,Challenge Update,You're 65% through your challenge!,2025-11-12 11:10:40,True,2025-11-14 17:10:40,False,Push,Low
NOTIF00000198,U000011,popCoin Expiring,popCoin Expiring,151 popCoins expiring in 5 days!,2025-11-18 12:10:40,True,,True,In-App,Low
NOTIF00000199,U000011,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-03 18:10:40,True,2025-11-28 17:10:40,False,SMS,Low
NOTIF00000200,U000011,Budget Alert,Budget Alert,You've used 86% of your monthly budget.,2025-11-06 20:10:40,False,,True,Push,High
NOTIF00000201,U000011,Challenge Update,Challenge Update,You're 82% through your challenge!,2025-11-05 01:10:40,False,2025-12-03 17:10:40,False,In-App,Medium
NOTIF00000202,U000011,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-12-01 01:10:40,True,2025-11-18 17:10:40,False,Push,High
NOTIF00000203,U000011,New Deal,New Deal,New deals matching your interests!,2025-11-08 14:10:40,False,2025-11-07 17:10:40,True,In-App,High
NOTIF00000204,U000011,popCoin Expiring,popCoin Expiring,175 popCoins expiring in 1 days!,2025-11-21 21:10:40,False,,False,SMS,Low
NOTIF00000205,U000011,Challenge Update,Challenge Update,You're 75% through your challenge!,2025-11-03 19:10:40,True,2025-11-25 17:10:40,False,In-App,High
NOTIF00000206,U000011,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-11 13:10:40,True,2025-11-04 17:10:40,False,SMS,High
NOTIF00000207,U000011,popCoin Expiring,popCoin Expiring,124 popCoins expiring in 3 days!,2025-11-11 18:10:40,False,,False,SMS,Low
NOTIF00000208,U000011,Challenge Update,Challenge Update,You're 61% through your challenge!,2025-11-06 22:10:40,True,,False,Push,Medium
NOTIF00000209,U000011,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-05 21:10:40,True,2025-11-25 17:10:40,False,SMS,Medium
NOTIF00000210,U000011,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-06 00:10:40,True,2025-11-13 17:10:40,False,In-App,High
NOTIF00000211,U000011,popCoin Earned,popCoin Earned,You earned 94 popCoins! 🎉,2025-11-20 20:10:40,True,2025-11-24 17:10:40,False,In-App,High
NOTIF00000212,U000012,Budget Alert,Budget Alert,You've used 85% of your monthly budget.,2025-11-08 02:10:40,True,2025-11-25 17:10:40,False,Push,High
NOTIF00000213,U000012,popCoin Expiring,popCoin Expiring,72 popCoins expiring in 4 days!,2025-11-30 23:10:40,False,2025-11-20 17:10:40,False,Push,Low
NOTIF00000214,U000012,popCoin Expiring,popCoin Expiring,146 popCoins expiring in 5 days!,2025-11-19 00:10:40,True,2025-11-28 17:10:40,True,In-App,High
NOTIF00000215,U000012,Challenge Update,Challenge Update,You're 73% through your challenge!,2025-11-30 22:10:40,False,2025-11-29 17:10:40,False,SMS,High
NOTIF00000216,U000012,Challenge Update,Challenge Update,You're 78% through your challenge!,2025-11-04 22:10:40,True,2025-11-15 17:10:40,False,In-App,Medium
NOTIF00000217,U000012,popCoin Earned,popCoin Earned,You earned 82 popCoins! 🎉,2025-11-20 02:10:40,True,,False,Push,High
NOTIF00000218,U000012,Budget Alert,Budget Alert,You've used 75% of your monthly budget.,2025-11-03 07:10:40,False,2025-11-17 17:10:40,False,SMS,Medium
NOTIF00000219,U000012,New Deal,New Deal,New deals matching your interests!,2025-11-02 21:10:40,False,2025-11-04 17:10:40,False,SMS,Medium
NOTIF00000220,U000012,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-24 11:10:40,True,2025-11-12 17:10:40,False,SMS,Low
NOTIF00000221,U000012,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-29 23:10:40,True,2025-12-03 17:10:40,False,In-App,Medium
NOTIF00000222,U000012,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-12-02 19:10:40,True,,False,SMS,Medium
NOTIF00000223,U000012,Referral Reward,Referral Reward,Your friend joined! You earned 200 popCoins.,2025-11-21 08:10:40,False,2025-11-19 17:10:40,False,Push,Medium
NOTIF00000224,U000012,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-06 07:10:40,True,,True,In-App,Medium
NOTIF00000225,U000012,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-15 04:10:40,False,,False,In-App,High
NOTIF00000226,U000012,popCoin Expiring,popCoin Expiring,194 popCoins expiring in 6 days!,2025-11-11 05:10:40,True,,True,SMS,Medium
NOTIF00000227,U000012,Payment Success,Payment Success,Payment of ₹1002 successful!,2025-11-28 01:10:40,True,2025-11-12 17:10:40,True,In-App,Medium
NOTIF00000228,U000012,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-06 23:10:40,True,2025-11-22 17:10:40,False,In-App,Low
NOTIF00000229,U000012,Referral Reward,Referral Reward,Your friend joined! You earned 200 popCoins.,2025-11-10 10:10:40,True,2025-11-08 17:10:40,True,In-App,Low
NOTIF00000230,U000012,popCoin Expiring,popCoin Expiring,195 popCoins expiring in 5 days!,2025-11-06 19:10:40,True,,False,In-App,High
NOTIF00000231,U000012,Payment Success,Payment Success,Payment of ₹4698 successful!,2025-11-28 13:10:40,True,,False,SMS,Medium
NOTIF00000232,U000012,Challenge Update,Challenge Update,You're 89% through your challenge!,2025-11-12 00:10:40,False,2025-11-17 17:10:40,False,In-App,High
NOTIF00000233,U000012,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-29 16:10:40,False,,False,Push,Medium
NOTIF00000234,U000012,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-22 07:10:40,True,2025-11-29 17:10:40,True,Push,High
NOTIF00000235,U000012,popCoin Earned,popCoin Earned,You earned 15 popCoins! 🎉,2025-11-21 15:10:40,True,2025-11-26 17:10:40,False,Push,High
NOTIF00000236,U000012,Challenge Update,Challenge Update,You're 84% through your challenge!,2025-11-10 03:10:40,True,2025-11-06 17:10:40,False,SMS,Low
NOTIF00000237,U000012,Payment Success,Payment Success,Payment of ₹3961 successful!,2025-11-03 17:10:40,False,2025-11-08 17:10:40,True,SMS,Low
NOTIF00000238,U000012,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-27 09:10:40,False,,False,Push,High
NOTIF00000239,U000012,popCoin Expiring,popCoin Expiring,188 popCoins expiring in 5 days!,2025-11-24 12:10:40,True,2025-11-28 17:10:40,False,SMS,High
NOTIF00000240,U000013,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-20 11:10:40,False,,False,Push,Low
NOTIF00000241,U000013,Budget Alert,Budget Alert,You've used 87% of your monthly budget.,2025-11-07 17:10:40,True,2025-11-05 17:10:40,False,In-App,Low
NOTIF00000242,U000013,Challenge Update,Challenge Update,You're 84% through your challenge!,2025-11-28 21:10:40,True,2025-11-18 17:10:40,False,In-App,High
NOTIF00000243,U000013,Budget Alert,Budget Alert,You've used 81% of your monthly budget.,2025-12-02 13:10:40,True,2025-11-08 17:10:40,False,Push,High
NOTIF00000244,U000013,Challenge Update,Challenge Update,You're 72% through your challenge!,2025-11-19 07:10:40,False,2025-11-04 17:10:40,True,Push,High
NOTIF00000245,U000013,Challenge Update,Challenge Update,You're 85% through your challenge!,2025-11-29 17:10:40,True,2025-11-15 17:10:40,True,Push,High
NOTIF00000246,U000013,popCoin Earned,popCoin Earned,You earned 39 popCoins! 🎉,2025-11-19 03:10:40,True,2025-11-30 17:10:40,False,In-App,Medium
NOTIF00000247,U000013,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-13 22:10:40,True,2025-11-23 17:10:40,True,SMS,High
NOTIF00000248,U000013,Challenge Update,Challenge Update,You're 61% through your challenge!,2025-11-04 10:10:40,False,2025-11-09 17:10:40,False,In-App,High
NOTIF00000249,U000013,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-29 00:10:40,True,2025-11-08 17:10:40,False,SMS,High
NOTIF00000250,U000013,popCoin Expiring,popCoin Expiring,91 popCoins expiring in 2 days!,2025-12-02 06:10:40,True,2025-11-05 17:10:40,False,In-App,Medium
NOTIF00000251,U000014,Budget Alert,Budget Alert,You've used 90% of your monthly budget.,2025-11-07 09:10:40,True,,False,Push,Medium
NOTIF00000252,U000014,popCoin Earned,popCoin Earned,You earned 59 popCoins! 🎉,2025-11-06 03:10:40,True,2025-11-18 17:10:40,False,Push,Medium
NOTIF00000253,U000014,New Deal,New Deal,New deals matching your interests!,2025-11-07 23:10:40,False,2025-11-21 17:10:40,False,In-App,Low
NOTIF00000254,U000014,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-18 23:10:40,True,2025-11-30 17:10:40,True,Push,High
NOTIF00000255,U000014,popCoin Earned,popCoin Earned,You earned 25 popCoins! 🎉,2025-11-25 19:10:40,True,2025-11-16 17:10:40,False,SMS,Low
NOTIF00000256,U000014,popCoin Earned,popCoin Earned,You earned 95 popCoins! 🎉,2025-11-23 19:10:40,True,2025-11-04 17:10:40,True,SMS,High
NOTIF00000257,U000014,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-27 22:10:40,True,2025-11-05 17:10:40,True,In-App,High
NOTIF00000258,U000014,Challenge Update,Challenge Update,You're 90% through your challenge!,2025-11-26 10:10:40,False,2025-11-28 17:10:40,True,In-App,Medium
NOTIF00000259,U000014,Challenge Update,Challenge Update,You're 65% through your challenge!,2025-11-12 09:10:40,False,2025-11-21 17:10:40,True,Push,Low
NOTIF00000260,U000014,popCoin Earned,popCoin Earned,You earned 98 popCoins! 🎉,2025-11-24 08:10:40,True,2025-11-07 17:10:40,True,In-App,Low
NOTIF00000261,U000014,New Deal,New Deal,New deals matching your interests!,2025-11-25 03:10:40,True,2025-12-03 17:10:40,False,SMS,Low
NOTIF00000262,U000014,Referral Reward,Referral Reward,Your friend joined! You earned 200 popCoins.,2025-11-07 20:10:40,True,2025-11-14 17:10:40,False,Push,Medium
NOTIF00000263,U000014,Referral Reward,Referral Reward,Your friend joined! You earned 200 popCoins.,2025-11-20 10:10:40,True,,False,In-App,Medium
NOTIF00000264,U000014,Challenge Update,Challenge Update,You're 64% through your challenge!,2025-12-01 05:10:40,True,2025-11-29 17:10:40,False,Push,High
NOTIF00000265,U000014,Price Drop,Price Drop,Price dropped on item in your cart!,2025-12-01 07:10:40,True,,True,SMS,Medium
NOTIF00000266,U000014,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-18 20:10:40,False,2025-11-13 17:10:40,False,Push,Low
NOTIF00000267,U000014,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-22 20:10:40,True,2025-12-03 17:10:40,False,SMS,Low
NOTIF00000268,U000014,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-13 00:10:40,True,,False,SMS,High
NOTIF00000269,U000014,Challenge Update,Challenge Update,You're 87% through your challenge!,2025-11-03 12:10:40,True,2025-11-24 17:10:40,False,SMS,High
NOTIF00000270,U000014,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-16 02:10:40,True,,True,Push,Low
NOTIF00000271,U000014,popCoin Expiring,popCoin Expiring,133 popCoins expiring in 3 days!,2025-11-21 08:10:40,True,2025-11-07 17:10:40,False,Push,High
NOTIF00000272,U000014,Referral Reward,Referral Reward,Your friend joined! You earned 200 popCoins.,2025-11-13 01:10:40,True,,False,SMS,Medium
NOTIF00000273,U000014,Referral Reward,Referral Reward,Your friend joined! You earned 200 popCoins.,2025-11-08 18:10:40,True,2025-11-10 17:10:40,True,Push,Medium
NOTIF00000274,U000014,Challenge Update,Challenge Update,You're 89% through your challenge!,2025-11-28 15:10:40,True,,False,SMS,High
NOTIF00000275,U000014,popCoin Earned,popCoin Earned,You earned 46 popCoins! 🎉,2025-11-08 14:10:40,True,2025-11-17 17:10:40,False,SMS,High
NOTIF00000276,U000014,popCoin Expiring,popCoin Expiring,164 popCoins expiring in 2 days!,2025-11-13 22:10:40,False,,False,SMS,High
NOTIF00000277,U000014,Challenge Update,Challenge Update,You're 83% through your challenge!,2025-12-02 10:10:40,True,2025-12-03 17:10:40,False,SMS,Low
NOTIF00000278,U000015,popCoin Earned,popCoin Earned,You earned 17 popCoins! 🎉,2025-11-16 07:10:40,True,2025-11-27 17:10:40,True,Push,Medium
NOTIF00000279,U000015,popCoin Earned,popCoin Earned,You earned 51 popCoins! 🎉,2025-11-15 19:10:40,True,2025-11-16 17:10:40,False,Push,Medium
NOTIF00000280,U000015,Payment Success,Payment Success,Payment of ₹588 successful!,2025-11-19 05:10:40,False,2025-11-28 17:10:40,False,In-App,High
NOTIF00000281,U000015,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-12 11:10:40,True,2025-11-20 17:10:40,False,Push,Low
NOTIF00000282,U000015,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-28 05:10:40,True,,False,SMS,Medium
NOTIF00000283,U000015,popCoin Expiring,popCoin Expiring,69 popCoins expiring in 2 days!,2025-11-27 10:10:40,False,2025-11-30 17:10:40,False,SMS,Low
NOTIF00000284,U000015,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-17 02:10:40,True,2025-11-09 17:10:40,False,SMS,High
NOTIF00000285,U000015,Referral Reward,Referral Reward,Your friend joined! You earned 200 popCoins.,2025-11-19 21:10:40,False,2025-11-15 17:10:40,True,Push,Low
NOTIF00000286,U000015,New Deal,New Deal,New deals matching your interests!,2025-11-09 15:10:40,False,,False,In-App,Medium
NOTIF00000287,U000015,popCoin Expiring,popCoin Expiring,178 popCoins expiring in 6 days!,2025-11-19 23:10:40,False,2025-11-16 17:10:40,False,In-App,Medium
NOTIF00000288,U000015,Budget Alert,Budget Alert,You've used 79% of your monthly budget.,2025-11-21 06:10:40,False,2025-11-21 17:10:40,False,In-App,High
NOTIF00000289,U000015,Payment Success,Payment Success,Payment of ₹2751 successful!,2025-11-19 11:10:40,True,2025-11-15 17:10:40,False,Push,Medium
NOTIF00000290,U000015,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-09 03:10:40,False,,True,SMS,Low
NOTIF00000291,U000015,popCoin Earned,popCoin Earned,You earned 66 popCoins! 🎉,2025-11-19 23:10:40,True,,False,SMS,Low
NOTIF00000292,U000015,Referral Reward,Referral Reward,Your friend joined! You earned 200 popCoins.,2025-11-19 08:10:40,False,2025-11-25 17:10:40,False,In-App,Low
NOTIF00000293,U000016,Payment Success,Payment Success,Payment of ₹1685 successful!,2025-11-07 22:10:40,False,2025-11-30 17:10:40,False,In-App,High
NOTIF00000294,U000016,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-09 23:10:40,False,2025-11-30 17:10:40,False,In-App,Low
NOTIF00000295,U000016,New Deal,New Deal,New deals matching your interests!,2025-11-11 21:10:40,False,2025-11-05 17:10:40,True,In-App,High
NOTIF00000296,U000016,popCoin Expiring,popCoin Expiring,91 popCoins expiring in 4 days!,2025-11-21 05:10:40,True,2025-11-05 17:10:40,True,Push,Low
NOTIF00000297,U000016,Challenge Update,Challenge Update,You're 68% through your challenge!,2025-11-30 10:10:40,True,2025-11-16 17:10:40,False,SMS,High
NOTIF00000298,U000016,popCoin Earned,popCoin Earned,You earned 52 popCoins! 🎉,2025-11-25 22:10:40,False,2025-11-25 17:10:40,False,Push,Low
NOTIF00000299,U000016,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-04 17:10:40,True,,True,SMS,Medium
NOTIF00000300,U000016,Referral Reward,Referral Reward,Your friend joined! You earned 200 popCoins.,2025-11-13 11:10:40,True,2025-11-22 17:10:40,False,In-App,High
NOTIF00000301,U000016,New Deal,New Deal,New deals matching your interests!,2025-11-12 08:10:40,True,2025-12-02 17:10:40,False,In-App,Low
NOTIF00000302,U000016,popCoin Earned,popCoin Earned,You earned 93 popCoins! 🎉,2025-11-04 21:10:40,True,,False,Push,Medium
NOTIF00000303,U000016,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-24 09:10:40,True,2025-12-02 17:10:40,False,In-App,Medium
NOTIF00000304,U000016,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-24 16:10:40,True,,True,Push,Medium
NOTIF00000305,U000016,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-04 04:10:40,True,,True,Push,Low
NOTIF00000306,U000016,popCoin Earned,popCoin Earned,You earned 52 popCoins! 🎉,2025-11-19 17:10:40,True,2025-11-18 17:10:40,False,In-App,Low
NOTIF00000307,U000016,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-23 12:10:40,True,2025-11-07 17:10:40,True,SMS,High
NOTIF00000308,U000016,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-22 18:10:40,True,,True,SMS,Low
NOTIF00000309,U000016,popCoin Earned,popCoin Earned,You earned 10 popCoins! 🎉,2025-11-04 15:10:40,False,2025-11-26 17:10:40,False,Push,Low
NOTIF00000310,U000016,Budget Alert,Budget Alert,You've used 83% of your monthly budget.,2025-11-13 00:10:40,False,,False,SMS,Medium
NOTIF00000311,U000016,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-27 20:10:40,True,,False,Push,Medium
NOTIF00000312,U000016,popCoin Expiring,popCoin Expiring,133 popCoins expiring in 4 days!,2025-11-19 15:10:40,True,2025-12-02 17:10:40,False,SMS,High
NOTIF00000313,U000016,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-25 02:10:40,True,2025-11-13 17:10:40,True,In-App,High
NOTIF00000314,U000016,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-07 03:10:40,True,2025-11-24 17:10:40,False,SMS,Medium
NOTIF00000315,U000016,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-12-02 07:10:40,True,2025-11-16 17:10:40,True,Push,High
NOTIF00000316,U000016,popCoin Expiring,popCoin Expiring,105 popCoins expiring in 4 days!,2025-11-25 21:10:40,False,2025-11-28 17:10:40,False,Push,Low
NOTIF00000317,U000016,Budget Alert,Budget Alert,You've used 92% of your monthly budget.,2025-11-22 12:10:40,True,2025-11-27 17:10:40,True,In-App,Low
NOTIF00000318,U000016,Referral Reward,Referral Reward,Your friend joined! You earned 200 popCoins.,2025-11-30 03:10:40,False,,False,SMS,High
NOTIF00000319,U000016,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-30 01:10:40,False,2025-11-22 17:10:40,False,SMS,Medium
NOTIF00000320,U000016,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-10 02:10:40,True,2025-11-04 17:10:40,True,SMS,Medium
NOTIF00000321,U000016,Payment Success,Payment Success,Payment of ₹1218 successful!,2025-11-14 22:10:40,False,,False,SMS,Medium
NOTIF00000322,U000017,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-30 16:10:40,False,2025-11-23 17:10:40,False,Push,Low
NOTIF00000323,U000017,popCoin Earned,popCoin Earned,You earned 78 popCoins! 🎉,2025-11-29 19:10:40,True,2025-11-20 17:10:40,False,SMS,Medium
NOTIF00000324,U000017,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-23 22:10:40,False,2025-11-19 17:10:40,False,In-App,Medium
NOTIF00000325,U000017,Challenge Update,Challenge Update,You're 84% through your challenge!,2025-11-12 19:10:40,False,2025-11-17 17:10:40,True,SMS,Low
NOTIF00000326,U000017,popCoin Expiring,popCoin Expiring,63 popCoins expiring in 2 days!,2025-11-09 23:10:40,True,2025-11-14 17:10:40,False,SMS,Low
NOTIF00000327,U000017,popCoin Expiring,popCoin Expiring,126 popCoins expiring in 5 days!,2025-11-05 15:10:40,True,,False,SMS,Low
NOTIF00000328,U000017,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-20 02:10:40,True,2025-11-21 17:10:40,False,Push,High
NOTIF00000329,U000017,Challenge Update,Challenge Update,You're 76% through your challenge!,2025-11-09 04:10:40,False,,True,SMS,High
NOTIF00000330,U000017,Payment Success,Payment Success,Payment of ₹4822 successful!,2025-12-03 17:10:40,False,2025-11-12 17:10:40,False,SMS,Low
NOTIF00000331,U000017,Challenge Update,Challenge Update,You're 78% through your challenge!,2025-11-23 13:10:40,False,2025-11-04 17:10:40,False,SMS,High
NOTIF00000332,U000017,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-16 17:10:40,False,2025-11-10 17:10:40,True,SMS,Medium
NOTIF00000333,U000017,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-15 10:10:40,False,,True,SMS,High
NOTIF00000334,U000017,Payment Success,Payment Success,Payment of ₹2963 successful!,2025-11-30 10:10:40,False,2025-11-15 17:10:40,True,SMS,Low
NOTIF00000335,U000017,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-24 07:10:40,True,2025-11-24 17:10:40,True,SMS,Medium
NOTIF00000336,U000017,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-27 05:10:40,True,,False,Push,High
NOTIF00000337,U000017,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-25 22:10:40,True,2025-11-13 17:10:40,False,SMS,Medium
NOTIF00000338,U000017,Referral Reward,Referral Reward,Your friend joined! You earned 200 popCoins.,2025-11-12 10:10:40,True,2025-11-06 17:10:40,False,In-App,High
NOTIF00000339,U000017,Payment Success,Payment Success,Payment of ₹1047 successful!,2025-11-30 05:10:40,True,,False,SMS,High
NOTIF00000340,U000018,New Deal,New Deal,New deals matching your interests!,2025-11-06 12:10:40,False,2025-11-09 17:10:40,False,In-App,Medium
NOTIF00000341,U000018,popCoin Earned,popCoin Earned,You earned 53 popCoins! 🎉,2025-11-21 09:10:40,True,,False,SMS,Medium
NOTIF00000342,U000018,popCoin Expiring,popCoin Expiring,76 popCoins expiring in 5 days!,2025-11-13 11:10:40,True,2025-11-07 17:10:40,False,In-App,Medium
NOTIF00000343,U000018,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-16 17:10:40,True,2025-11-27 17:10:40,True,In-App,High
NOTIF00000344,U000018,Budget Alert,Budget Alert,You've used 91% of your monthly budget.,2025-11-24 21:10:40,True,2025-11-19 17:10:40,True,SMS,Low
NOTIF00000345,U000018,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-19 23:10:40,True,2025-11-21 17:10:40,False,SMS,Low
NOTIF00000346,U000018,Payment Success,Payment Success,Payment of ₹4242 successful!,2025-11-16 09:10:40,False,2025-11-09 17:10:40,False,In-App,Medium
NOTIF00000347,U000018,popCoin Expiring,popCoin Expiring,110 popCoins expiring in 7 days!,2025-11-10 03:10:40,True,2025-11-30 17:10:40,False,In-App,High
NOTIF00000348,U000018,popCoin Earned,popCoin Earned,You earned 92 popCoins! 🎉,2025-11-08 14:10:40,True,2025-11-07 17:10:40,False,SMS,High
NOTIF00000349,U000018,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-17 02:10:40,True,2025-11-19 17:10:40,False,SMS,Medium
NOTIF00000350,U000018,New Deal,New Deal,New deals matching your interests!,2025-11-19 17:10:40,True,,False,Push,Low
NOTIF00000351,U000018,popCoin Earned,popCoin Earned,You earned 89 popCoins! 🎉,2025-12-03 12:10:40,False,,True,In-App,Medium
NOTIF00000352,U000018,Challenge Update,Challenge Update,You're 80% through your challenge!,2025-11-05 15:10:40,False,,False,In-App,Medium
NOTIF00000353,U000018,Budget Alert,Budget Alert,You've used 83% of your monthly budget.,2025-12-03 16:10:40,False,2025-11-11 17:10:40,False,SMS,Medium
NOTIF00000354,U000019,Payment Success,Payment Success,Payment of ₹4612 successful!,2025-11-13 15:10:40,True,2025-11-11 17:10:40,False,In-App,High
NOTIF00000355,U000019,Challenge Update,Challenge Update,You're 90% through your challenge!,2025-11-14 18:10:40,False,2025-11-29 17:10:40,False,In-App,Medium
NOTIF00000356,U000019,Payment Success,Payment Success,Payment of ₹740 successful!,2025-11-18 08:10:40,True,,True,In-App,Low
NOTIF00000357,U000019,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-12-02 11:10:40,True,2025-11-20 17:10:40,True,SMS,Medium
NOTIF00000358,U000019,Goal Progress,Goal Progress,Only 500 popCoins away from your goal!,2025-11-18 19:10:40,False,,True,Push,High
NOTIF00000359,U000019,Payment Success,Payment Success,Payment of ₹1210 successful!,2025-11-30 23:10:40,True,,False,SMS,High
NOTIF00000360,U000019,popCoin Earned,popCoin Earned,You earned 53 popCoins! 🎉,2025-12-02 14:10:40,True,,False,SMS,High
NOTIF00000361,U000019,popCoin Earned,popCoin Earned,You earned 69 popCoins! 🎉,2025-11-09 16:10:40,False,2025-11-28 17:10:40,True,Push,High
NOTIF00000362,U000019,New Deal,New Deal,New deals matching your interests!,2025-11-05 15:10:40,False,2025-11-29 17:10:40,True,Push,High
NOTIF00000363,U000019,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-29 23:10:40,True,2025-12-01 17:10:40,False,Push,Medium
NOTIF00000364,U000019,Cart Reminder,Cart Reminder,You left items in your cart. Complete checkout now!,2025-11-09 08:10:40,True,2025-11-04 17:10:40,True,Push,Medium
NOTIF00000365,U000019,Challenge Update,Challenge Update,You're 64% through your challenge!,2025-11-26 23:10:40,True,2025-11-29 17:10:40,False,SMS,Low
NOTIF00000366,U000019,popCoin Earned,popCoin Earned,You earned 84 popCoins! 🎉,2025-11-05 12:10:40,True,2025-11-27 17:10:40,False,Push,Medium
NOTIF00000367,U000020,Price Drop,Price Drop,Price dropped on item in your cart!,2025-11-20 15:10:40,False,2025-11-07 17:10:40,False,SMS,Low
NOTIF00000368,U000020,popCoin Earned,popCoin Earned,You earned 96 popCoins! 🎉,2025-11-15 00:10:40,True,,True,Push,High
NOTIF00000369,U000020,popCoin Expiring,popCoin Expiring,78 popCoins expiring in 3 days!,2025-11-04 15:10:40,True,2025-11-16 17:10:40,False,SMS,Medium
NOTIF00000370,U000020,Payment Success,Payment Success,Payment of ₹3605 successful!,2025-11-08 01:10:40,False,2025-11-27 17:10:40,False,In-App,High
NOTIF00000371,U000020,popCoin Earned,popCoin Earned,You earned 74 popCoins! 🎉,2025-12-03 01:10:40,False,,False,SMS,High
