order_id,user_id,order_date,num_items,total_amount,popcoins_used,payment_method,order_status,delivery_date,items
ORD00000047,U000006,2025-09-05 17:09:09,3,10551.0,1055,UPI,Processing,2025-12-07,"[{""product_id"": 948892, ""title"": ""Party Perfect Handle Beer Glasses & Mugs: Making Every Moment, Transparent, Clear, Size -13.5 X 12.5 X 9.5 Cm, Pack Of 5, Capacity - 550 Ml"", ""quantity"": 1, ""price"": 4089.0, ""popcoins_used"": 409}, {""product_id"": 949860, ""title"": ""Celebrate Special Times With Party Perfect Whisky Glasses! Cheers To Fun Moments, Clear, Capacity - 250 Ml, Pack Of 11, Size - 8.5 X 8.5 X 9.5 Cm"", ""quantity"": 1, ""price"": 5763.0, ""popcoins_used"": 576}, {""product_id"": 1053640, ""title"": ""Bring Your Own Mug Illustration Printed Ceramic Coffee Mug 350 Ml, White 9.5 X 7.5 X 1 Cm"", ""quantity"": 1, ""price"": 699.0, ""popcoins_used"": 70}]"
ORD00000048,U000006,2025-11-22 17:09:09,1,500.0,0,UPI,Processing,2025-12-04,"[{""product_id"": 243944, ""title"": ""Men Originals White Block Collar Neck Printed T-shirts"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000049,U000006,2025-09-14 17:09:09,2,6263.0,576,UPI,Delivered,2025-12-10,"[{""product_id"": 818766, ""title"": ""Women's Blue Don't Talk To Me Graphic Printed Relaxed Fit T-shirt"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 949860, ""title"": ""Celebrate Special Times With Party Perfect Whisky Glasses! Cheers To Fun Moments, Clear, Capacity - 250 Ml, Pack Of 11, Size - 8.5 X 8.5 X 9.5 Cm"", ""quantity"": 1, ""price"": 5763.0, ""popcoins_used"": 576}]"
ORD00000050,U000006,2025-09-13 17:09:09,1,359.0,36,Card,In Transit,2025-12-04,"[{""product_id"": 612530, ""title"": ""Reed Diffuser Set Elite-essence Fragrance 120ml Glass Bottle, Aromatic Diffuser, Gift Set With 5 Black Fiber Sticks"", ""quantity"": 1, ""price"": 359.0, ""popcoins_used"": 36}]"
ORD00000051,U000006,2025-09-07 17:09:09,2,5698.0,1070,Net Banking,Delivered,2025-12-09,"[{""product_id"": 792468, ""title"": ""Auto Sight Wi-fi Dash Camera - Grey"", ""quantity"": 1, ""price"": 4999.0, ""popcoins_used"": 1000}, {""product_id"": 1053640, ""title"": ""Bring Your Own Mug Illustration Printed Ceramic Coffee Mug 350 Ml, White 9.5 X 7.5 X 1 Cm"", ""quantity"": 1, ""price"": 699.0, ""popcoins_used"": 70}]"
ORD00000052,U000006,2025-10-16 17:09:09,2,5499.0,1000,Net Banking,In Transit,2025-12-05,"[{""product_id"": 792468, ""title"": ""Auto Sight Wi-fi Dash Camera - Grey"", ""quantity"": 1, ""price"": 4999.0, ""popcoins_used"": 1000}, {""product_id"": 134466, ""title"": ""Organic Cotton Stretch Chino In Slate Grey- Slim Fit"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000053,U000006,2025-10-12 17:09:09,3,6763.0,576,UPI,Delivered,2025-12-06,"[{""product_id"": 428848, ""title"": ""Men's Pink Heathered Korean Oversized Shirt"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 949860, ""title"": ""Celebrate Special Times With Party Perfect Whisky Glasses! Cheers To Fun Moments, Clear, Capacity - 250 Ml, Pack Of 11, Size - 8.5 X 8.5 X 9.5 Cm"", ""quantity"": 1, ""price"": 5763.0, ""popcoins_used"": 576}, {""product_id"": 818766, ""title"": ""Women's Blue Don't Talk To Me Graphic Printed Relaxed Fit T-shirt"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000054,U000006,2025-10-31 17:09:09,2,5499.0,1000,Net Banking,In Transit,2025-12-06,"[{""product_id"": 496872, ""title"": ""Lavender & Red Cotton Round Neck Half Sleeve Printed Oversized T-shirt - Pack Of 2"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 792468, ""title"": ""Auto Sight Wi-fi Dash Camera - Grey"", ""quantity"": 1, ""price"": 4999.0, ""popcoins_used"": 1000}]"
ORD00000055,U000006,2025-10-19 17:09:09,1,1295.0,130,Net Banking,In Transit,2025-12-06,"[{""product_id"": 949012, ""title"": ""Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm"", ""quantity"": 1, ""price"": 1295.0, ""popcoins_used"": 130}]"
ORD00000056,U000006,2025-11-12 17:09:09,4,5170.0,567,UPI,Processing,2025-12-07,"[{""product_id"": 1053640, ""title"": ""Bring Your Own Mug Illustration Printed Ceramic Coffee Mug 350 Ml, White 9.5 X 7.5 X 1 Cm"", ""quantity"": 1, ""price"": 699.0, ""popcoins_used"": 70}, {""product_id"": 950618, ""title"": ""Beautiful Wine Glasses For Memorable Moments, 150 Ml, Capacity, Pack Of 12, Size: 16.5 X 8 X 8 Cm"", ""quantity"": 1, ""price"": 3273.0, ""popcoins_used"": 327}, {""product_id"": 1012775, ""title"": ""Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor )"", ""quantity"": 1, ""price"": 499.0, ""popcoins_used"": 100}, {""product_id"": 1053640, ""title"": ""Bring Your Own Mug Illustration Printed Ceramic Coffee Mug 350 Ml, White 9.5 X 7.5 X 1 Cm"", ""quantity"": 1, ""price"": 699.0, ""popcoins_used"": 70}]"
ORD00000057,U000006,2025-11-07 17:09:09,2,8211.0,821,Net Banking,In Transit,2025-12-06,"[{""product_id"": 949854, ""title"": ""Timeless Glass Designs For Every Occasion, 270 Ml, Capacity, Pack Of 12, Size: 7 X 7 X 10 Cm"", ""quantity"": 1, ""price"": 2448.0, ""popcoins_used"": 245}, {""product_id"": 949860, ""title"": ""Celebrate Special Times With Party Perfect Whisky Glasses! Cheers To Fun Moments, Clear, Capacity - 250 Ml, Pack Of 11, Size - 8.5 X 8.5 X 9.5 Cm"", ""quantity"": 1, ""price"": 5763.0, ""popcoins_used"": 576}]"
ORD00000058,U000006,2025-09-30 17:09:09,3,1359.0,36,Net Banking,Processing,2025-12-10,"[{""product_id"": 612530, ""title"": ""Reed Diffuser Set Elite-essence Fragrance 120ml Glass Bottle, Aromatic Diffuser, Gift Set With 5 Black Fiber Sticks"", ""quantity"": 1, ""price"": 359.0, ""popcoins_used"": 36}, {""product_id"": 818766, ""title"": ""Women's Blue Don't Talk To Me Graphic Printed Relaxed Fit T-shirt"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 1038399, ""title"": ""Women's Yellow Rayon Blend Bandhani Embroidered Anarkali Kurta Trouser With Dupatta"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000059,U000006,2025-11-07 17:09:09,3,4207.0,371,Card,Delivered,2025-12-07,"[{""product_id"": 134472, ""title"": ""Organic Cotton Stretch Chino In Beige- Slim Fit"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 949038, ""title"": ""Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm"", ""quantity"": 1, ""price"": 2408.0, ""popcoins_used"": 241}, {""product_id"": 1044302, ""title"": ""Eau De Parfum - Eclipse, 100ml"", ""quantity"": 1, ""price"": 1299.0, ""popcoins_used"": 130}]"
ORD00000060,U000007,2025-09-28 17:09:09,1,500.0,0,Net Banking,Processing,2025-12-05,"[{""product_id"": 243944, ""title"": ""Men Originals White Block Collar Neck Printed T-shirts"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000061,U000007,2025-10-17 17:09:09,4,10852.0,985,Net Banking,In Transit,2025-12-09,"[{""product_id"": 428848, ""title"": ""Men's Pink Heathered Korean Oversized Shirt"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 948892, ""title"": ""Party Perfect Handle Beer Glasses & Mugs: Making Every Moment, Transparent, Clear, Size -13.5 X 12.5 X 9.5 Cm, Pack Of 5, Capacity - 550 Ml"", ""quantity"": 1, ""price"": 4089.0, ""popcoins_used"": 409}, {""product_id"": 949860, ""title"": ""Celebrate Special Times With Party Perfect Whisky Glasses! Cheers To Fun Moments, Clear, Capacity - 250 Ml, Pack Of 11, Size - 8.5 X 8.5 X 9.5 Cm"", ""quantity"": 1, ""price"": 5763.0, ""popcoins_used"": 576}, {""product_id"": 818766, ""title"": ""Women's Blue Don't Talk To Me Graphic Printed Relaxed Fit T-shirt"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000062,U000007,2025-09-05 17:09:09,1,500.0,0,UPI,Processing,2025-12-06,"[{""product_id"": 818766, ""title"": ""Women's Blue Don't Talk To Me Graphic Printed Relaxed Fit T-shirt"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000063,U000007,2025-10-11 17:09:09,1,500.0,0,Card,In Transit,2025-12-06,"[{""product_id"": 496872, ""title"": ""Lavender & Red Cotton Round Neck Half Sleeve Printed Oversized T-shirt - Pack Of 2"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000064,U000007,2025-10-19 17:09:09,1,500.0,0,Card,Delivered,2025-12-07,"[{""product_id"": 496872, ""title"": ""Lavender & Red Cotton Round Neck Half Sleeve Printed Oversized T-shirt - Pack Of 2"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000065,U000007,2025-10-08 17:09:09,2,1646.0,165,Net Banking,In Transit,2025-12-08,"[{""product_id"": 1044302, ""title"": ""Eau De Parfum - Eclipse, 100ml"", ""quantity"": 1, ""price"": 1299.0, ""popcoins_used"": 130}, {""product_id"": 41030, ""title"": ""Roasted & Lightly Salted California Pistachio - 250gm"", ""quantity"": 1, ""price"": 347.0, ""popcoins_used"": 35}]"
ORD00000066,U000007,2025-11-02 17:09:09,4,4991.0,450,Card,Processing,2025-12-06,"[{""product_id"": 1040453, ""title"": ""Men Anya Forger Blue Oversized Graphic T-shirt"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 899607, ""title"": ""Cool Glass Ash Tray: Sleek Design For Ashes With Style 13 X 13 X 3.5 Cm, Pack Of 4"", ""quantity"": 1, ""price"": 2497.0, ""popcoins_used"": 250}, {""product_id"": 949012, ""title"": ""Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm"", ""quantity"": 1, ""price"": 1295.0, ""popcoins_used"": 130}, {""product_id"": 1053640, ""title"": ""Bring Your Own Mug Illustration Printed Ceramic Coffee Mug 350 Ml, White 9.5 X 7.5 X 1 Cm"", ""quantity"": 1, ""price"": 699.0, ""popcoins_used"": 70}]"
ORD00000067,U000008,2025-10-26 17:09:09,3,4291.0,480,UPI,Delivered,2025-12-10,"[{""product_id"": 949012, ""title"": ""Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm"", ""quantity"": 1, ""price"": 1295.0, ""popcoins_used"": 130}, {""product_id"": 1012775, ""title"": ""Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor )"", ""quantity"": 1, ""price"": 499.0, ""popcoins_used"": 100}, {""product_id"": 899607, ""title"": ""Cool Glass Ash Tray: Sleek Design For Ashes With Style 13 X 13 X 3.5 Cm, Pack Of 4"", ""quantity"": 1, ""price"": 2497.0, ""popcoins_used"": 250}]"
ORD00000068,U000008,2025-10-10 17:09:09,1,532.0,53,Card,Processing,2025-12-07,"[{""product_id"": 899608, ""title"": ""Cool Glass Ash Tray: Sleek Design For Ashes With Style 10.5 X 10.5 X 3.5 Cm"", ""quantity"": 1, ""price"": 532.0, ""popcoins_used"": 53}]"
ORD00000069,U000008,2025-09-29 17:09:09,1,500.0,0,UPI,In Transit,2025-12-08,"[{""product_id"": 496872, ""title"": ""Lavender & Red Cotton Round Neck Half Sleeve Printed Oversized T-shirt - Pack Of 2"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000070,U000008,2025-11-16 17:09:09,2,7062.0,706,UPI,Processing,2025-12-06,"[{""product_id"": 949860, ""title"": ""Celebrate Special Times With Party Perfect Whisky Glasses! Cheers To Fun Moments, Clear, Capacity - 250 Ml, Pack Of 11, Size - 8.5 X 8.5 X 9.5 Cm"", ""quantity"": 1, ""price"": 5763.0, ""popcoins_used"": 576}, {""product_id"": 1044302, ""title"": ""Eau De Parfum - Eclipse, 100ml"", ""quantity"": 1, ""price"": 1299.0, ""popcoins_used"": 130}]"
ORD00000071,U000008,2025-10-25 17:09:09,1,500.0,0,UPI,In Transit,2025-12-07,"[{""product_id"": 134472, ""title"": ""Organic Cotton Stretch Chino In Beige- Slim Fit"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000072,U000008,2025-11-15 17:09:09,4,5435.0,544,UPI,Delivered,2025-12-06,"[{""product_id"": 496872, ""title"": ""Lavender & Red Cotton Round Neck Half Sleeve Printed Oversized T-shirt - Pack Of 2"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 948892, ""title"": ""Party Perfect Handle Beer Glasses & Mugs: Making Every Moment, Transparent, Clear, Size -13.5 X 12.5 X 9.5 Cm, Pack Of 5, Capacity - 550 Ml"", ""quantity"": 1, ""price"": 4089.0, ""popcoins_used"": 409}, {""product_id"": 41030, ""title"": ""Roasted & Lightly Salted California Pistachio - 250gm"", ""quantity"": 1, ""price"": 347.0, ""popcoins_used"": 35}, {""product_id"": 1012775, ""title"": ""Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor )"", ""quantity"": 1, ""price"": 499.0, ""popcoins_used"": 100}]"
ORD00000073,U000008,2025-11-07 17:09:09,3,1500.0,0,Card,Delivered,2025-12-09,"[{""product_id"": 134472, ""title"": ""Organic Cotton Stretch Chino In Beige- Slim Fit"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 496872, ""title"": ""Lavender & Red Cotton Round Neck Half Sleeve Printed Oversized T-shirt - Pack Of 2"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 717137, ""title"": ""Grey Colorblocked Gym Vest For Men"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000074,U000008,2025-09-23 17:09:09,2,999.0,100,Card,Delivered,2025-12-07,"[{""product_id"": 428848, ""title"": ""Men's Pink Heathered Korean Oversized Shirt"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 1012775, ""title"": ""Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor )"", ""quantity"": 1, ""price"": 499.0, ""popcoins_used"": 100}]"
ORD00000075,U000008,2025-10-04 17:09:09,2,1000.0,0,Net Banking,Processing,2025-12-07,"[{""product_id"": 896118, ""title"": ""Men's Waffle Polo Plain Maroon T-shirt With Plain Waffle Maroon Shorts Co-ords"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 243944, ""title"": ""Men Originals White Block Collar Neck Printed T-shirts"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000076,U000008,2025-10-16 17:09:09,2,1794.0,230,Card,Processing,2025-12-05,"[{""product_id"": 949012, ""title"": ""Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm"", ""quantity"": 1, ""price"": 1295.0, ""popcoins_used"": 130}, {""product_id"": 1012775, ""title"": ""Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor )"", ""quantity"": 1, ""price"": 499.0, ""popcoins_used"": 100}]"
ORD00000077,U000008,2025-11-17 17:09:09,1,2497.0,250,Card,Delivered,2025-12-07,"[{""product_id"": 899607, ""title"": ""Cool Glass Ash Tray: Sleek Design For Ashes With Style 13 X 13 X 3.5 Cm, Pack Of 4"", ""quantity"": 1, ""price"": 2497.0, ""popcoins_used"": 250}]"
ORD00000078,U000008,2025-10-10 17:09:09,3,6197.0,1170,Net Banking,In Transit,2025-12-08,"[{""product_id"": 792468, ""title"": ""Auto Sight Wi-fi Dash Camera - Grey"", ""quantity"": 1, ""price"": 4999.0, ""popcoins_used"": 1000}, {""product_id"": 1053640, ""title"": ""Bring Your Own Mug Illustration Printed Ceramic Coffee Mug 350 Ml, White 9.5 X 7.5 X 1 Cm"", ""quantity"": 1, ""price"": 699.0, ""popcoins_used"": 70}, {""product_id"": 1012775, ""title"": ""Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor )"", ""quantity"": 1, ""price"": 499.0, ""popcoins_used"": 100}]"
ORD00000079,U000009,2025-09-19 17:09:09,3,2294.0,230,UPI,Delivered,2025-12-08,"[{""product_id"": 949012, ""title"": ""Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm"", ""quantity"": 1, ""price"": 1295.0, ""popcoins_used"": 130}, {""product_id"": 1012775, ""title"": ""Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor )"", ""quantity"": 1, ""price"": 499.0, ""popcoins_used"": 100}, {""product_id"": 1040453, ""title"": ""Men Anya Forger Blue Oversized Graphic T-shirt"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000080,U000009,2025-10-17 17:09:09,2,1799.0,130,Card,In Transit,2025-12-08,"[{""product_id"": 1044302, ""title"": ""Eau De Parfum - Eclipse, 100ml"", ""quantity"": 1, ""price"": 1299.0, ""popcoins_used"": 130}, {""product_id"": 717137, ""title"": ""Grey Colorblocked Gym Vest For Men"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000081,U000009,2025-09-18 17:09:09,1,2448.0,245,Card,Delivered,2025-12-09,"[{""product_id"": 950140, ""title"": ""Timeless Glass Designs For Every Occasion, 200 Ml, Capacity, Pack Of 12, Size: 12 X 6.5 X 6.5 Cm"", ""quantity"": 1, ""price"": 2448.0, ""popcoins_used"": 245}]"
ORD00000082,U000009,2025-11-09 17:09:09,2,1795.0,130,UPI,Delivered,2025-12-06,"[{""product_id"": 428848, ""title"": ""Men's Pink Heathered Korean Oversized Shirt"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 949012, ""title"": ""Timeless Glass Designs For Every Occasion, 350 Ml, Capacity, Pack Of 6, Size: 12 X 7 X 7 Cm"", ""quantity"": 1, ""price"": 1295.0, ""popcoins_used"": 130}]"
ORD00000083,U000010,2025-10-15 17:09:09,1,500.0,0,Net Banking,Delivered,2025-12-07,"[{""product_id"": 818766, ""title"": ""Women's Blue Don't Talk To Me Graphic Printed Relaxed Fit T-shirt"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000084,U000010,2025-10-15 17:09:09,2,9998.0,2000,Net Banking,In Transit,2025-12-04,"[{""product_id"": 792468, ""title"": ""Auto Sight Wi-fi Dash Camera - Grey"", ""quantity"": 1, ""price"": 4999.0, ""popcoins_used"": 1000}, {""product_id"": 792468, ""title"": ""Auto Sight Wi-fi Dash Camera - Grey"", ""quantity"": 1, ""price"": 4999.0, ""popcoins_used"": 1000}]"
ORD00000085,U000010,2025-10-14 17:09:09,3,1532.0,53,Net Banking,Processing,2025-12-10,"[{""product_id"": 899608, ""title"": ""Cool Glass Ash Tray: Sleek Design For Ashes With Style 10.5 X 10.5 X 3.5 Cm"", ""quantity"": 1, ""price"": 532.0, ""popcoins_used"": 53}, {""product_id"": 496872, ""title"": ""Lavender & Red Cotton Round Neck Half Sleeve Printed Oversized T-shirt - Pack Of 2"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 496872, ""title"": ""Lavender & Red Cotton Round Neck Half Sleeve Printed Oversized T-shirt - Pack Of 2"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000086,U000010,2025-11-23 17:09:09,1,4089.0,409,Card,Processing,2025-12-09,"[{""product_id"": 948892, ""title"": ""Party Perfect Handle Beer Glasses & Mugs: Making Every Moment, Transparent, Clear, Size -13.5 X 12.5 X 9.5 Cm, Pack Of 5, Capacity - 550 Ml"", ""quantity"": 1, ""price"": 4089.0, ""popcoins_used"": 409}]"
ORD00000087,U000010,2025-10-13 17:09:09,1,3273.0,327,UPI,Delivered,2025-12-06,"[{""product_id"": 950618, ""title"": ""Beautiful Wine Glasses For Memorable Moments, 150 Ml, Capacity, Pack Of 12, Size: 16.5 X 8 X 8 Cm"", ""quantity"": 1, ""price"": 3273.0, ""popcoins_used"": 327}]"
ORD00000088,U000010,2025-10-15 17:09:09,2,8171.0,817,Net Banking,In Transit,2025-12-04,"[{""product_id"": 949860, ""title"": ""Celebrate Special Times With Party Perfect Whisky Glasses! Cheers To Fun Moments, Clear, Capacity - 250 Ml, Pack Of 11, Size - 8.5 X 8.5 X 9.5 Cm"", ""quantity"": 1, ""price"": 5763.0, ""popcoins_used"": 576}, {""product_id"": 949038, ""title"": ""Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm"", ""quantity"": 1, ""price"": 2408.0, ""popcoins_used"": 241}]"
ORD00000089,U000010,2025-11-27 17:09:09,4,6801.0,730,Card,In Transit,2025-12-06,"[{""product_id"": 950618, ""title"": ""Beautiful Wine Glasses For Memorable Moments, 150 Ml, Capacity, Pack Of 12, Size: 16.5 X 8 X 8 Cm"", ""quantity"": 1, ""price"": 3273.0, ""popcoins_used"": 327}, {""product_id"": 1012775, ""title"": ""Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor )"", ""quantity"": 1, ""price"": 499.0, ""popcoins_used"": 100}, {""product_id"": 899607, ""title"": ""Cool Glass Ash Tray: Sleek Design For Ashes With Style 13 X 13 X 3.5 Cm, Pack Of 4"", ""quantity"": 1, ""price"": 2497.0, ""popcoins_used"": 250}, {""product_id"": 899608, ""title"": ""Cool Glass Ash Tray: Sleek Design For Ashes With Style 10.5 X 10.5 X 3.5 Cm"", ""quantity"": 1, ""price"": 532.0, ""popcoins_used"": 53}]"
ORD00000090,U000010,2025-10-07 17:09:09,1,2448.0,245,Net Banking,In Transit,2025-12-10,"[{""product_id"": 950140, ""title"": ""Timeless Glass Designs For Every Occasion, 200 Ml, Capacity, Pack Of 12, Size: 12 X 6.5 X 6.5 Cm"", ""quantity"": 1, ""price"": 2448.0, ""popcoins_used"": 245}]"
ORD00000091,U000010,2025-10-18 17:09:09,4,4147.0,385,UPI,Delivered,2025-12-07,"[{""product_id"": 1038399, ""title"": ""Women's Yellow Rayon Blend Bandhani Embroidered Anarkali Kurta Trouser With Dupatta"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 818766, ""title"": ""Women's Blue Don't Talk To Me Graphic Printed Relaxed Fit T-shirt"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 1053733, ""title"": ""I Love You Dad Design Mug 9.5 X 7.5 X 1 Cm"", ""quantity"": 1, ""price"": 699.0, ""popcoins_used"": 140}, {""product_id"": 949854, ""title"": ""Timeless Glass Designs For Every Occasion, 270 Ml, Capacity, Pack Of 12, Size: 7 X 7 X 10 Cm"", ""quantity"": 1, ""price"": 2448.0, ""popcoins_used"": 245}]"
ORD00000092,U000011,2025-12-03 17:09:09,4,2198.0,240,Card,Processing,2025-12-08,"[{""product_id"": 1053733, ""title"": ""I Love You Dad Design Mug 9.5 X 7.5 X 1 Cm"", ""quantity"": 1, ""price"": 699.0, ""popcoins_used"": 140}, {""product_id"": 1012775, ""title"": ""Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor )"", ""quantity"": 1, ""price"": 499.0, ""popcoins_used"": 100}, {""product_id"": 134472, ""title"": ""Organic Cotton Stretch Chino In Beige- Slim Fit"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 428848, ""title"": ""Men's Pink Heathered Korean Oversized Shirt"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}]"
ORD00000093,U000011,2025-09-16 17:09:09,3,3466.0,347,Net Banking,In Transit,2025-12-07,"[{""product_id"": 612530, ""title"": ""Reed Diffuser Set Elite-essence Fragrance 120ml Glass Bottle, Aromatic Diffuser, Gift Set With 5 Black Fiber Sticks"", ""quantity"": 1, ""price"": 359.0, ""popcoins_used"": 36}, {""product_id"": 949038, ""title"": ""Timeless Glass Designs For Every Occasion, 300 Ml, Capacity, Pack Of 9, Size: 14 X 7.5 X 7.5 Cm"", ""quantity"": 1, ""price"": 2408.0, ""popcoins_used"": 241}, {""product_id"": 1053640, ""title"": ""Bring Your Own Mug Illustration Printed Ceramic Coffee Mug 350 Ml, White 9.5 X 7.5 X 1 Cm"", ""quantity"": 1, ""price"": 699.0, ""popcoins_used"": 70}]"
ORD00000094,U000011,2025-10-28 17:09:09,1,4089.0,409,UPI,Delivered,2025-12-10,"[{""product_id"": 948892, ""title"": ""Party Perfect Handle Beer Glasses & Mugs: Making Every Moment, Transparent, Clear, Size -13.5 X 12.5 X 9.5 Cm, Pack Of 5, Capacity - 550 Ml"", ""quantity"": 1, ""price"": 4089.0, ""popcoins_used"": 409}]"
ORD00000095,U000011,2025-09-07 17:09:09,4,7537.0,654,Card,In Transit,2025-12-07,"[{""product_id"": 948892, ""title"": ""Party Perfect Handle Beer Glasses & Mugs: Making Every Moment, Transparent, Clear, Size -13.5 X 12.5 X 9.5 Cm, Pack Of 5, Capacity - 550 Ml"", ""quantity"": 1, ""price"": 4089.0, ""popcoins_used"": 409}, {""product_id"": 896118, ""title"": ""Men's Waffle Polo Plain Maroon T-shirt With Plain Waffle Maroon Shorts Co-ords"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 134466, ""title"": ""Organic Cotton Stretch Chino In Slate Grey- Slim Fit"", ""quantity"": 1, ""price"": 500.0, ""popcoins_used"": 0}, {""product_id"": 950140, ""title"": ""Timeless Glass Designs For Every Occasion, 200 Ml, Capacity, Pack Of 12, Size: 12 X 6.5 X 6.5 Cm"", ""quantity"": 1, ""price"": 2448.0, ""popcoins_used"": 245}]"
ORD00000096,U000011,2025-11-30 17:09:09,3,6797.0,1230,Net Banking,In Transit,2025-12-05,"[{""product_id"": 1012775, ""title"": ""Lifestyle Shri Shivay Namastubhayam Wall Hanging For Home Decoration Wall Decor Items (multicolor )"", ""quantity"": 1, ""price"": 499.0, ""popcoins_used"": 100}, {""product_id"": 792468, ""title"": ""Auto Sight Wi-fi Dash Camera - Grey"", ""quantity"": 1, ""price"": 4999.0, ""popcoins_used"": 1000}, {""product_id"": 1044302, ""title"": ""Eau De Parfum - Eclipse, 100ml"", ""quantity"": 1, ""price"": 1299.0, ""popcoins_used"": 130}]"
