browse_id,user_id,product_id,category,brand,viewed_at,time_spent_seconds,added_to_cart,source
BRW00000283,U000004,1053248,Caps,Bewakoof,2025-12-03 01:37:08,69,True,Recommendation
BRW00000284,U000005,949860,Bar Necessities,Afast,2025-11-15 06:43:08,111,False,Recommendation
BRW00000285,U000005,1044302,Luxe Perfumes,Aris,2025-11-30 06:55:08,60,True,Trending
BRW00000286,U000005,1053733,Dinnerware,Ethnic Darzi,2025-11-27 04:12:08,122,True,Trending
BRW00000287,U000005,949860,Bar Necessities,Afast,2025-11-18 15:13:08,233,True,Recommendation
BRW00000288,U000005,950140,Bar Necessities,Afast,2025-11-19 11:45:08,201,True,Trending
BRW00000289,U000005,1040453,Oversized Tees,Crazymonk,2025-11-26 20:47:08,148,True,Category Browse
BRW00000290,U000005,428848,Casuals,Campus Sutra,2025-12-01 18:33:08,40,False,Recommendation
BRW00000291,U000005,243944,Polos,The Souled Store,2025-11-06 02:40:08,224,True,Category Browse
BRW00000292,U000005,717137,Innerwear,TRIPR,2025-11-05 07:31:08,90,True,AI Suggestion
BRW00000293,U000005,949854,Bar Necessities,Afast,2025-11-06 10:04:08,220,False,Recommendation
BRW00000294,U000005,949860,Bar Necessities,Afast,2025-11-18 02:52:08,17,False,Recommendation
BRW00000295,U000005,717137,Innerwear,TRIPR,2025-11-23 03:32:08,123,True,AI Suggestion
BRW00000296,U000005,41030,Snack Time,Ambrosia,2025-11-20 16:07:08,250,True,Trending
BRW00000297,U000005,949038,Bar Necessities,Afast,2025-11-21 01:18:08,60,False,Trending
BRW00000298,U000005,717137,Innerwear,TRIPR,2025-11-30 23:21:08,16,False,Recommendation
BRW00000299,U000005,428848,Casuals,Campus Sutra,2025-11-22 07:54:08,56,True,Trending
BRW00000300,U000005,1012775,Wall Accents,PRAKRITI,2025-11-24 11:24:08,245,True,Trending
BRW00000301,U000005,948892,Bar Necessities,Afast,2025-11-09 12:14:08,217,True,Category Browse
BRW00000302,U000005,950618,Bar Necessities,Afast,2025-11-18 18:29:08,10,True,Trending
BRW00000303,U000005,1038399,The Perfect Sets,AHIKA,2025-11-23 01:07:08,161,False,Category Browse
BRW00000304,U000005,1038399,The Perfect Sets,AHIKA,2025-11-02 21:35:08,116,True,AI Suggestion
BRW00000305,U000005,818766,Graphic Tees,Bewakoof,2025-11-10 15:37:08,196,True,Search
BRW00000306,U000005,899607,Serveware,Afast,2025-11-22 02:30:08,30,False,Category Browse
BRW00000307,U000005,496872,Oversized Tees,BULLMER,2025-11-12 23:24:08,44,True,Recommendation
BRW00000308,U000005,818766,Graphic Tees,Bewakoof,2025-11-26 00:02:08,254,True,Recommendation
BRW00000309,U000005,818766,Graphic Tees,Bewakoof,2025-11-22 08:37:08,226,False,Search
BRW00000310,U000005,134472,Trousers,SUBTRACT,2025-11-22 05:41:08,258,True,Trending
BRW00000311,U000005,1038399,The Perfect Sets,AHIKA,2025-11-15 19:17:08,282,False,Trending
BRW00000312,U000005,950140,Bar Necessities,Afast,2025-11-21 19:25:08,43,True,Trending
BRW00000313,U000005,134472,Trousers,SUBTRACT,2025-12-01 04:12:08,101,False,Search
BRW00000314,U000005,243944,Polos,The Souled Store,2025-11-28 09:02:08,85,False,Recommendation
BRW00000315,U000005,1053733,Dinnerware,Ethnic Darzi,2025-11-27 00:29:08,21,False,Trending
BRW00000316,U000005,1012775,Wall Accents,PRAKRITI,2025-11-16 12:39:08,187,False,Trending
BRW00000317,U000005,1040453,Oversized Tees,Crazymonk,2025-11-13 16:51:08,106,True,Search
BRW00000318,U000005,1053733,Dinnerware,Ethnic Darzi,2025-11-08 09:16:08,276,False,Trending
BRW00000319,U000005,949860,Bar Necessities,Afast,2025-11-22 20:28:08,177,False,AI Suggestion
BRW00000320,U000005,1012775,Wall Accents,PRAKRITI,2025-11-11 00:16:08,290,False,Trending
BRW00000321,U000005,792468,Security,Gizmore,2025-11-15 12:12:08,166,True,Category Browse
BRW00000322,U000005,717137,Innerwear,TRIPR,2025-11-18 05:51:08,34,True,Category Browse
BRW00000323,U000005,792468,Security,Gizmore,2025-11-19 11:30:08,92,False,Recommendation
BRW00000324,U000005,496872,Oversized Tees,BULLMER,2025-11-06 18:25:08,88,True,Recommendation
BRW00000325,U000005,243944,Polos,The Souled Store,2025-12-02 06:33:08,74,False,Category Browse
BRW00000326,U000005,896118,Co-ord Sets,TRIPR,2025-11-28 10:34:08,27,False,Category Browse
BRW00000327,U000005,428848,Casuals,Campus Sutra,2025-11-22 02:35:08,93,False,Search
BRW00000328,U000005,41030,Snack Time,Ambrosia,2025-11-21 01:20:08,84,False,Category Browse
BRW00000329,U000005,428848,Casuals,Campus Sutra,2025-12-02 17:35:08,269,False,Category Browse
BRW00000330,U000005,949012,Bar Necessities,Afast,2025-11-05 07:21:08,85,False,Category Browse
BRW00000331,U000005,1038399,The Perfect Sets,AHIKA,2025-11-29 17:39:08,30,True,AI Suggestion
BRW00000332,U000005,243944,Polos,The Souled Store,2025-11-24 16:44:08,122,False,Category Browse
BRW00000333,U000005,134472,Trousers,SUBTRACT,2025-11-23 15:31:08,109,True,Category Browse
BRW00000334,U000005,612530,Diffusers,Global Aroma,2025-12-03 14:35:08,238,True,AI Suggestion
BRW00000335,U000005,899607,Serveware,Afast,2025-11-27 01:49:08,271,True,Category Browse
BRW00000336,U000005,899607,Serveware,Afast,2025-11-28 18:15:08,228,False,Trending
BRW00000337,U000005,896118,Co-ord Sets,TRIPR,2025-12-03 07:47:08,189,False,Trending
BRW00000338,U000005,1053733,Dinnerware,Ethnic Darzi,2025-11-16 14:56:08,237,False,Trending
BRW00000339,U000005,792468,Security,Gizmore,2025-11-27 17:12:08,227,False,Recommendation
BRW00000340,U000005,1053640,Dinnerware,Ethnic Darzi,2025-11-14 22:04:08,83,True,Category Browse
BRW00000341,U000005,949012,Bar Necessities,Afast,2025-11-06 00:48:08,43,False,Search
BRW00000342,U000005,41030,Snack Time,Ambrosia,2025-11-19 20:11:08,149,False,Recommendation
BRW00000343,U000005,949854,Bar Necessities,Afast,2025-11-18 18:33:08,80,True,Recommendation
BRW00000344,U000005,1053640,Dinnerware,Ethnic Darzi,2025-11-21 07:34:08,261,True,Category Browse
BRW00000345,U000005,1053640,Dinnerware,Ethnic Darzi,2025-11-15 07:38:08,296,False,Recommendation
BRW00000346,U000005,41030,Snack Time,Ambrosia,2025-11-08 17:00:08,144,False,Trending
BRW00000347,U000005,243944,Polos,The Souled Store,2025-11-12 19:12:08,157,False,Recommendation
BRW00000348,U000005,949012,Bar Necessities,Afast,2025-11-03 18:28:08,135,True,Search
BRW00000349,U000005,1044302,Luxe Perfumes,Aris,2025-11-25 02:05:08,195,False,AI Suggestion
BRW00000350,U000005,899608,Serveware,Afast,2025-11-06 08:29:08,253,True,Category Browse
BRW00000351,U000005,949038,Bar Necessities,Afast,2025-11-09 23:08:08,142,True,AI Suggestion
BRW00000352,U000005,134466,Trousers,SUBTRACT,2025-11-29 06:40:08,79,False,Recommendation
BRW00000353,U000005,134466,Trousers,SUBTRACT,2025-11-25 05:43:08,192,True,Category Browse
BRW00000354,U000005,792468,Security,Gizmore,2025-11-16 20:10:08,49,True,Recommendation
BRW00000355,U000005,1044302,Luxe Perfumes,Aris,2025-11-29 21:21:08,95,False,Category Browse
BRW00000356,U000005,1053640,Dinnerware,Ethnic Darzi,2025-11-05 19:18:08,164,False,Category Browse
BRW00000357,U000005,243944,Polos,The Souled Store,2025-11-15 22:47:08,83,True,Recommendation
BRW00000358,U000005,949038,Bar Necessities,Afast,2025-11-24 05:20:08,258,False,Category Browse
BRW00000359,U000005,496872,Oversized Tees,BULLMER,2025-11-30 11:00:08,267,True,Recommendation
BRW00000360,U000005,1053248,Caps,Bewakoof,2025-11-04 23:30:08,279,True,Trending
BRW00000361,U000005,948892,Bar Necessities,Afast,2025-11-04 15:02:08,77,True,Trending
BRW00000362,U000005,896118,Co-ord Sets,TRIPR,2025-11-23 18:46:08,81,False,AI Suggestion
BRW00000363,U000005,949038,Bar Necessities,Afast,2025-11-09 06:58:08,165,True,Search
BRW00000364,U000005,717137,Innerwear,TRIPR,2025-11-28 19:00:08,126,False,Recommendation
BRW00000365,U000005,612530,Diffusers,Global Aroma,2025-11-29 14:42:08,67,True,Search
BRW00000366,U000005,1044302,Luxe Perfumes,Aris,2025-11-18 04:07:08,110,True,Search
BRW00000367,U000005,1053248,Caps,Bewakoof,2025-11-12 00:32:08,40,False,Search
BRW00000368,U000005,787062,Tees,DILLINGER,2025-12-02 14:50:08,15,True,Search
BRW00000369,U000005,950140,Bar Necessities,Afast,2025-11-26 22:12:08,112,True,Category Browse
BRW00000370,U000006,134472,Trousers,SUBTRACT,2025-11-28 17:52:08,188,False,Recommendation
BRW00000371,U000006,1053733,Dinnerware,Ethnic Darzi,2025-11-16 17:30:08,133,True,Search
BRW00000372,U000006,1053640,Dinnerware,Ethnic Darzi,2025-11-15 16:36:08,121,True,Category Browse
BRW00000373,U000006,496872,Oversized Tees,BULLMER,2025-11-05 00:09:08,60,True,AI Suggestion
BRW00000374,U000006,1053733,Dinnerware,Ethnic Darzi,2025-11-11 01:46:08,104,False,Search
BRW00000375,U000006,496872,Oversized Tees,BULLMER,2025-11-07 05:45:08,227,True,AI Suggestion
BRW00000376,U000006,717137,Innerwear,TRIPR,2025-11-20 13:21:08,170,True,Trending
BRW00000377,U000006,243944,Polos,The Souled Store,2025-11-17 12:38:08,194,False,AI Suggestion
BRW00000378,U000006,1040453,Oversized Tees,Crazymonk,2025-12-02 14:49:08,262,True,Trending
BRW00000379,U000006,792468,Security,Gizmore,2025-11-18 21:22:08,169,False,Recommendation
BRW00000380,U000006,949854,Bar Necessities,Afast,2025-11-20 07:15:08,229,True,Search
BRW00000381,U000006,1053640,Dinnerware,Ethnic Darzi,2025-11-08 01:26:09,198,True,Search
BRW00000382,U000006,1012775,Wall Accents,PRAKRITI,2025-11-17 20:03:09,212,False,AI Suggestion
BRW00000383,U000006,1012775,Wall Accents,PRAKRITI,2025-11-12 15:02:09,83,False,Trending
BRW00000384,U000006,1038399,The Perfect Sets,AHIKA,2025-11-15 13:22:09,96,True,Category Browse
BRW00000385,U000006,612530,Diffusers,Global Aroma,2025-11-23 10:31:09,216,True,Recommendation
BRW00000386,U000006,1053640,Dinnerware,Ethnic Darzi,2025-11-19 17:38:09,152,False,Trending
BRW00000387,U000006,896118,Co-ord Sets,TRIPR,2025-11-17 19:31:09,217,False,AI Suggestion
BRW00000388,U000006,787062,Tees,DILLINGER,2025-11-29 03:03:09,72,False,Trending
BRW00000389,U000006,949012,Bar Necessities,Afast,2025-11-25 21:01:09,25,True,Search
BRW00000390,U000006,1053640,Dinnerware,Ethnic Darzi,2025-12-01 01:26:09,23,True,Trending
BRW00000391,U000006,950140,Bar Necessities,Afast,2025-11-12 07:00:09,165,True,Search
BRW00000392,U000006,1012775,Wall Accents,PRAKRITI,2025-11-09 00:20:09,262,False,Recommendation
BRW00000393,U000006,792468,Security,Gizmore,2025-11-12 01:38:09,268,False,AI Suggestion
BRW00000394,U000006,818766,Graphic Tees,Bewakoof,2025-11-07 23:35:09,19,True,Trending
BRW00000395,U000006,243944,Polos,The Souled Store,2025-11-21 02:49:09,202,False,Trending
BRW00000396,U000006,134466,Trousers,SUBTRACT,2025-12-02 11:34:09,165,True,Trending
BRW00000397,U000006,899608,Serveware,Afast,2025-11-29 07:24:09,209,False,Search
BRW00000398,U000006,949860,Bar Necessities,Afast,2025-11-12 01:27:09,293,False,Trending
BRW00000399,U000006,949854,Bar Necessities,Afast,2025-11-06 11:37:09,38,False,Category Browse
BRW00000400,U000006,949012,Bar Necessities,Afast,2025-11-15 04:30:09,190,False,Category Browse
BRW00000401,U000006,134466,Trousers,SUBTRACT,2025-12-02 23:07:09,75,False,Category Browse
BRW00000402,U000006,1053248,Caps,Bewakoof,2025-11-09 23:08:09,184,False,Search
BRW00000403,U000007,896118,Co-ord Sets,TRIPR,2025-11-22 03:47:09,38,True,Recommendation
BRW00000404,U000007,717137,Innerwear,TRIPR,2025-11-13 07:32:09,53,True,Category Browse
BRW00000405,U000007,243944,Polos,The Souled Store,2025-11-23 12:08:09,285,False,Search
BRW00000406,U000007,948892,Bar Necessities,Afast,2025-11-12 03:33:09,273,False,Category Browse
BRW00000407,U000007,41030,Snack Time,Ambrosia,2025-11-11 01:32:09,21,False,Trending
BRW00000408,U000007,949860,Bar Necessities,Afast,2025-11-21 06:33:09,60,False,Search
BRW00000409,U000007,1038399,The Perfect Sets,AHIKA,2025-11-12 10:48:09,264,False,Recommendation
BRW00000410,U000007,950140,Bar Necessities,Afast,2025-11-24 05:42:09,113,False,Search
BRW00000411,U000007,1053640,Dinnerware,Ethnic Darzi,2025-11-05 23:56:09,157,False,Search
BRW00000412,U000007,792468,Security,Gizmore,2025-11-15 04:18:09,125,True,AI Suggestion
BRW00000413,U000007,243944,Polos,The Souled Store,2025-11-15 06:52:09,44,False,Trending
BRW00000414,U000007,612530,Diffusers,Global Aroma,2025-11-22 14:28:09,164,False,Trending
BRW00000415,U000007,1012775,Wall Accents,PRAKRITI,2025-11-16 06:57:09,222,False,Category Browse
BRW00000416,U000007,950140,Bar Necessities,Afast,2025-11-17 02:27:09,290,True,Search
BRW00000417,U000007,950618,Bar Necessities,Afast,2025-11-11 00:14:09,105,False,Recommendation
BRW00000418,U000007,1012775,Wall Accents,PRAKRITI,2025-11-02 17:40:09,147,False,AI Suggestion
BRW00000419,U000007,1040453,Oversized Tees,Crazymonk,2025-11-13 15:36:09,112,False,Trending
BRW00000420,U000007,428848,Casuals,Campus Sutra,2025-11-26 12:22:09,163,False,Trending
BRW00000421,U000007,818766,Graphic Tees,Bewakoof,2025-11-06 14:29:09,114,False,Category Browse
BRW00000422,U000007,1053640,Dinnerware,Ethnic Darzi,2025-11-23 20:59:09,141,True,Trending
BRW00000423,U000007,717137,Innerwear,TRIPR,2025-11-30 12:57:09,24,True,Category Browse
BRW00000424,U000007,948892,Bar Necessities,Afast,2025-11-17 23:42:09,226,True,Recommendation
BRW00000425,U000007,496872,Oversized Tees,BULLMER,2025-11-25 13:08:09,142,False,AI Suggestion
BRW00000426,U000007,496872,Oversized Tees,BULLMER,2025-11-13 15:23:09,258,True,Search
BRW00000427,U000007,1053733,Dinnerware,Ethnic Darzi,2025-11-05 14:49:09,162,True,Trending
BRW00000428,U000007,896118,Co-ord Sets,TRIPR,2025-11-11 19:13:09,56,False,Recommendation
BRW00000429,U000007,717137,Innerwear,TRIPR,2025-11-29 22:22:09,266,True,AI Suggestion
BRW00000430,U000007,1012775,Wall Accents,PRAKRITI,2025-11-06 22:20:09,278,False,Trending
BRW00000431,U000007,134472,Trousers,SUBTRACT,2025-11-25 22:02:09,170,False,AI Suggestion
BRW00000432,U000007,1040453,Oversized Tees,Crazymonk,2025-11-20 17:22:09,130,False,Recommendation
BRW00000433,U000007,428848,Casuals,Campus Sutra,2025-11-30 11:56:09,150,False,Trending
BRW00000434,U000007,787062,Tees,DILLINGER,2025-11-05 23:06:09,261,False,Search
BRW00000435,U000007,818766,Graphic Tees,Bewakoof,2025-11-16 03:39:09,136,False,Recommendation
BRW00000436,U000007,896118,Co-ord Sets,TRIPR,2025-11-17 18:46:09,167,True,AI Suggestion
BRW00000437,U000007,134466,Trousers,SUBTRACT,2025-11-06 17:27:09,37,True,Category Browse
BRW00000438,U000007,949854,Bar Necessities,Afast,2025-11-21 07:29:09,195,True,AI Suggestion
BRW00000439,U000007,1053733,Dinnerware,Ethnic Darzi,2025-11-26 02:45:09,14,False,Category Browse
BRW00000440,U000007,792468,Security,Gizmore,2025-12-01 09:50:09,117,True,Trending
BRW00000441,U000007,950618,Bar Necessities,Afast,2025-11-22 20:43:09,27,False,Search
BRW00000442,U000007,1053640,Dinnerware,Ethnic Darzi,2025-11-09 01:39:09,221,False,Trending
BRW00000443,U000007,1053640,Dinnerware,Ethnic Darzi,2025-11-30 11:25:09,143,True,Category Browse
BRW00000444,U000007,899608,Serveware,Afast,2025-11-13 17:17:09,290,False,Trending
BRW00000445,U000007,1038399,The Perfect Sets,AHIKA,2025-12-03 15:28:09,104,False,Recommendation
BRW00000446,U000007,41030,Snack Time,Ambrosia,2025-11-21 10:29:09,166,False,AI Suggestion
BRW00000447,U000007,134472,Trousers,SUBTRACT,2025-11-30 11:54:09,274,True,AI Suggestion
BRW00000448,U000007,1012775,Wall Accents,PRAKRITI,2025-11-20 06:41:09,254,True,Category Browse
BRW00000449,U000007,496872,Oversized Tees,BULLMER,2025-11-11 22:17:09,177,False,Recommendation
BRW00000450,U000007,134472,Trousers,SUBTRACT,2025-11-20 05:58:09,211,False,AI Suggestion
BRW00000451,U000007,717137,Innerwear,TRIPR,2025-12-03 16:10:09,295,True,Search
BRW00000452,U000007,948892,Bar Necessities,Afast,2025-11-27 08:25:09,96,True,Trending
BRW00000453,U000007,950140,Bar Necessities,Afast,2025-11-19 21:53:09,86,True,Category Browse
BRW00000454,U000007,496872,Oversized Tees,BULLMER,2025-11-02 23:02:09,17,False,Trending
BRW00000455,U000007,1053640,Dinnerware,Ethnic Darzi,2025-11-12 02:02:09,124,True,Recommendation
BRW00000456,U000007,1053733,Dinnerware,Ethnic Darzi,2025-11-07 08:51:09,263,False,Recommendation
BRW00000457,U000007,899608,Serveware,Afast,2025-11-06 10:31:09,120,False,Recommendation
BRW00000458,U000007,899608,Serveware,Afast,2025-11-28 03:19:09,84,True,Category Browse
BRW00000459,U000007,787062,Tees,DILLINGER,2025-11-25 21:41:09,137,False,AI Suggestion
BRW00000460,U000007,1012775,Wall Accents,PRAKRITI,2025-11-13 03:04:09,15,False,Recommendation
BRW00000461,U000007,1053733,Dinnerware,Ethnic Darzi,2025-11-22 18:44:09,118,False,Trending
BRW00000462,U000007,1040453,Oversized Tees,Crazymonk,2025-11-14 09:05:09,58,True,Search
BRW00000463,U000007,818766,Graphic Tees,Bewakoof,2025-11-04 09:39:09,191,True,Search
BRW00000464,U000007,787062,Tees,DILLINGER,2025-11-16 21:45:09,164,False,Category Browse
BRW00000465,U000007,428848,Casuals,Campus Sutra,2025-11-03 00:07:09,101,False,Recommendation
BRW00000466,U000007,949038,Bar Necessities,Afast,2025-11-18 06:13:09,249,True,Search
BRW00000467,U000007,818766,Graphic Tees,Bewakoof,2025-11-11 00:42:09,82,False,Search
BRW00000468,U000007,818766,Graphic Tees,Bewakoof,2025-12-02 12:38:09,153,False,Trending
BRW00000469,U000007,792468,Security,Gizmore,2025-11-05 08:30:09,145,False,Trending
BRW00000470,U000007,496872,Oversized Tees,BULLMER,2025-11-22 17:38:09,87,False,Search
BRW00000471,U000007,612530,Diffusers,Global Aroma,2025-11-29 15:55:09,103,True,Trending
BRW00000472,U000007,787062,Tees,DILLINGER,2025-11-27 18:40:09,233,True,Trending
BRW00000473,U000007,134466,Trousers,SUBTRACT,2025-11-19 05:24:09,297,False,Trending
BRW00000474,U000007,949012,Bar Necessities,Afast,2025-11-29 17:14:09,85,True,Category Browse
BRW00000475,U000007,134472,Trousers,SUBTRACT,2025-11-27 07:58:09,96,False,AI Suggestion
BRW00000476,U000007,1012775,Wall Accents,PRAKRITI,2025-11-15 10:32:09,12,True,Trending
BRW00000477,U000007,134472,Trousers,SUBTRACT,2025-11-26 01:26:09,58,False,Search
BRW00000478,U000007,792468,Security,Gizmore,2025-11-11 20:02:09,211,False,AI Suggestion
BRW00000479,U000007,243944,Polos,The Souled Store,2025-11-07 07:00:09,24,True,Trending
BRW00000480,U000007,1053640,Dinnerware,Ethnic Darzi,2025-11-10 19:39:09,242,False,AI Suggestion
BRW00000481,U000007,1012775,Wall Accents,PRAKRITI,2025-12-03 07:07:09,241,False,AI Suggestion
BRW00000482,U000007,428848,Casuals,Campus Sutra,2025-11-27 15:18:09,154,False,Search
BRW00000483,U000007,1040453,Oversized Tees,Crazymonk,2025-11-30 23:31:09,205,True,Trending
BRW00000484,U000007,787062,Tees,DILLINGER,2025-11-28 09:20:09,214,True,Search
BRW00000485,U000007,1053733,Dinnerware,Ethnic Darzi,2025-11-27 11:45:09,216,False,Recommendation
BRW00000486,U000007,243944,Polos,The Souled Store,2025-11-24 01:18:09,231,False,AI Suggestion
BRW00000487,U000008,896118,Co-ord Sets,TRIPR,2025-11-12 13:16:09,198,True,Trending
BRW00000488,U000008,948892,Bar Necessities,Afast,2025-11-05 04:39:09,147,False,Search
BRW00000489,U000008,1044302,Luxe Perfumes,Aris,2025-11-20 05:30:09,105,False,Trending
BRW00000490,U000008,134472,Trousers,SUBTRACT,2025-12-02 00:48:09,247,True,Recommendation
BRW00000491,U000008,949012,Bar Necessities,Afast,2025-11-16 20:28:09,278,True,Category Browse
BRW00000492,U000008,948892,Bar Necessities,Afast,2025-11-20 14:11:09,254,False,Recommendation
BRW00000493,U000008,428848,Casuals,Campus Sutra,2025-11-12 07:16:09,137,False,Category Browse
BRW00000494,U000008,949860,Bar Necessities,Afast,2025-12-02 00:05:09,33,True,AI Suggestion
BRW00000495,U000008,899608,Serveware,Afast,2025-11-20 13:40:09,139,False,Category Browse
BRW00000496,U000008,949860,Bar Necessities,Afast,2025-12-01 01:08:09,68,False,Recommendation
BRW00000497,U000008,1053248,Caps,Bewakoof,2025-11-28 05:07:09,52,False,Category Browse
BRW00000498,U000008,818766,Graphic Tees,Bewakoof,2025-11-14 17:40:09,240,False,Category Browse
BRW00000499,U000008,1053733,Dinnerware,Ethnic Darzi,2025-11-08 11:56:09,104,True,AI Suggestion
BRW00000500,U000008,787062,Tees,DILLINGER,2025-11-05 20:03:09,232,True,Search
BRW00000501,U000008,899607,Serveware,Afast,2025-11-30 16:59:09,254,False,Trending
BRW00000502,U000008,1053733,Dinnerware,Ethnic Darzi,2025-11-11 17:31:09,259,False,AI Suggestion
BRW00000503,U000008,1053640,Dinnerware,Ethnic Darzi,2025-11-14 05:25:09,212,False,Search
BRW00000504,U000008,428848,Casuals,Campus Sutra,2025-11-29 16:57:09,67,True,Recommendation
BRW00000505,U000008,1053733,Dinnerware,Ethnic Darzi,2025-12-03 10:39:09,84,True,Trending
BRW00000506,U000008,1053640,Dinnerware,Ethnic Darzi,2025-11-12 23:57:09,54,False,Trending
BRW00000507,U000008,428848,Casuals,Campus Sutra,2025-11-18 04:08:09,69,True,Recommendation
BRW00000508,U000008,1040453,Oversized Tees,Crazymonk,2025-11-11 02:38:09,251,True,Trending
BRW00000509,U000008,949860,Bar Necessities,Afast,2025-11-26 10:51:09,210,True,Category Browse
BRW00000510,U000008,41030,Snack Time,Ambrosia,2025-11-29 20:15:09,231,False,Trending
BRW00000511,U000008,1040453,Oversized Tees,Crazymonk,2025-11-14 21:23:09,293,False,Search
BRW00000512,U000008,949012,Bar Necessities,Afast,2025-11-21 01:37:09,259,True,Search
BRW00000513,U000008,949038,Bar Necessities,Afast,2025-12-03 03:33:09,171,True,Category Browse
BRW00000514,U000008,950618,Bar Necessities,Afast,2025-11-20 02:02:09,263,False,Trending
BRW00000515,U000008,1038399,The Perfect Sets,AHIKA,2025-11-20 16:59:09,157,True,Trending
BRW00000516,U000008,896118,Co-ord Sets,TRIPR,2025-11-19 09:37:09,122,False,AI Suggestion
BRW00000517,U000008,1053733,Dinnerware,Ethnic Darzi,2025-11-06 18:27:09,249,True,Category Browse
BRW00000518,U000008,1040453,Oversized Tees,Crazymonk,2025-11-11 04:43:09,194,False,Recommendation
BRW00000519,U000008,950140,Bar Necessities,Afast,2025-11-27 07:25:09,54,False,Recommendation
BRW00000520,U000008,496872,Oversized Tees,BULLMER,2025-11-27 11:31:09,261,True,Trending
BRW00000521,U000008,949012,Bar Necessities,Afast,2025-11-24 09:56:09,295,True,Search
BRW00000522,U000008,896118,Co-ord Sets,TRIPR,2025-11-05 08:47:09,91,True,AI Suggestion
BRW00000523,U000008,134466,Trousers,SUBTRACT,2025-11-08 14:48:09,230,True,AI Suggestion
BRW00000524,U000008,717137,Innerwear,TRIPR,2025-11-29 23:55:09,259,False,Category Browse
BRW00000525,U000008,1053248,Caps,Bewakoof,2025-11-22 15:20:09,295,False,Recommendation
BRW00000526,U000008,1053733,Dinnerware,Ethnic Darzi,2025-11-11 00:31:09,63,True,Trending
BRW00000527,U000008,1053248,Caps,Bewakoof,2025-11-19 14:03:09,62,True,AI Suggestion
BRW00000528,U000008,243944,Polos,The Souled Store,2025-11-27 21:02:09,115,False,Recommendation
BRW00000529,U000008,1040453,Oversized Tees,Crazymonk,2025-11-23 18:41:09,269,False,Search
BRW00000530,U000008,428848,Casuals,Campus Sutra,2025-11-13 05:48:09,80,True,Recommendation
BRW00000531,U000008,948892,Bar Necessities,Afast,2025-11-20 16:54:09,252,False,Category Browse
BRW00000532,U000008,949038,Bar Necessities,Afast,2025-11-28 14:52:09,200,False,Category Browse
BRW00000533,U000009,428848,Casuals,Campus Sutra,2025-11-09 00:43:09,126,True,Trending
BRW00000534,U000009,899608,Serveware,Afast,2025-11-04 03:12:09,244,False,Search
BRW00000535,U000009,948892,Bar Necessities,Afast,2025-11-29 16:24:09,274,True,Search
BRW00000536,U000009,818766,Graphic Tees,Bewakoof,2025-11-23 04:20:09,94,False,Search
BRW00000537,U000009,899607,Serveware,Afast,2025-11-09 15:27:09,87,True,AI Suggestion
BRW00000538,U000009,792468,Security,Gizmore,2025-11-20 04:13:09,293,False,Category Browse
BRW00000539,U000009,896118,Co-ord Sets,TRIPR,2025-12-03 08:12:09,280,True,Trending
BRW00000540,U000009,948892,Bar Necessities,Afast,2025-11-13 10:13:09,288,False,Category Browse
BRW00000541,U000009,1053248,Caps,Bewakoof,2025-11-07 20:44:09,111,False,Search
BRW00000542,U000009,134466,Trousers,SUBTRACT,2025-11-16 06:45:09,74,False,Recommendation
BRW00000543,U000009,134472,Trousers,SUBTRACT,2025-11-16 23:50:09,276,False,Recommendation
BRW00000544,U000009,41030,Snack Time,Ambrosia,2025-12-02 23:32:09,142,True,Category Browse
BRW00000545,U000009,1040453,Oversized Tees,Crazymonk,2025-11-20 01:02:09,40,False,Category Browse
BRW00000546,U000009,950618,Bar Necessities,Afast,2025-11-17 06:02:09,34,True,Trending
BRW00000547,U000009,792468,Security,Gizmore,2025-11-14 18:09:09,242,False,Recommendation
BRW00000548,U000009,1053248,Caps,Bewakoof,2025-11-09 22:33:09,283,True,Category Browse
BRW00000549,U000009,792468,Security,Gizmore,2025-11-23 19:19:09,81,False,AI Suggestion
BRW00000550,U000009,1040453,Oversized Tees,Crazymonk,2025-11-26 13:49:09,274,True,Category Browse
BRW00000551,U000009,948892,Bar Necessities,Afast,2025-11-30 12:24:09,227,False,Search
BRW00000552,U000009,134472,Trousers,SUBTRACT,2025-12-02 03:13:09,76,False,Recommendation
BRW00000553,U000009,948892,Bar Necessities,Afast,2025-12-01 05:26:09,279,False,AI Suggestion
BRW00000554,U000009,949854,Bar Necessities,Afast,2025-11-17 04:14:09,145,False,Trending
BRW00000555,U000009,948892,Bar Necessities,Afast,2025-11-11 01:23:09,223,True,Recommendation
BRW00000556,U000009,949038,Bar Necessities,Afast,2025-11-29 01:24:09,244,True,AI Suggestion
BRW00000557,U000009,1053733,Dinnerware,Ethnic Darzi,2025-11-17 13:25:09,118,False,Trending
BRW00000558,U000009,134466,Trousers,SUBTRACT,2025-11-10 11:34:09,199,True,AI Suggestion
BRW00000559,U000009,1053733,Dinnerware,Ethnic Darzi,2025-11-20 14:02:09,199,False,Search
BRW00000560,U000009,949038,Bar Necessities,Afast,2025-11-29 13:46:09,166,False,Category Browse
BRW00000561,U000009,792468,Security,Gizmore,2025-11-18 16:19:09,83,True,AI Suggestion
BRW00000562,U000009,899608,Serveware,Afast,2025-12-02 07:13:09,155,True,Recommendation
BRW00000563,U000009,1053640,Dinnerware,Ethnic Darzi,2025-11-10 02:09:09,72,False,Search
