actual_product_id,structure,title,color,size,style_code,vendor_sku_code,ideal_for,size_chart,category_name,sp,mrp,coins_earn,coins_burn,brand_name,id,age_group,occasion,material,material_care,pattern,fit,length,neck,sleeve_length,style,waist,closure,size_and_fit,features,skin_type,hair_type,pack_size,preference,pack_quantity,package_contents,date_created,date_updated,product_id,container_type,country_of_origin,dosage,flavour,food_preference,food_type,heel_pattern,how_to_use,ingredients,instructions,is_organic,model,mounting_type,nutrition_content,other_details,outer_material,professional_care,protein_type,quality,shade,shape,shelf_life,shoes_fastening,shoes_type,sole_material,treatment_form,weave_type,weight,product_rank,dim_breadth,dim_height,dim_length,shipping_weight,shipping_weight_type,importer_address,manufacturer_address,color_relation_json,catalogue_rank,weightage_score,rank_type,compatible_devices,warranty,warranty_type,image_list
499472,child,Lavender & Red Cotton Round Neck Half Sleeve Printed Oversized T-shirt - Pack Of 2,Lavender||Red,XL,BODY54F111341,BUL-2BDS-7ICL_CRE -XL,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/BUL_2BDS_7ICL_CRE _S_BUL_2BDS_7ICL_CRE_sizechart_20250311_104215.jpg,,392.00,2998.00,20,39,BULLMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/df6857d5-fa54-44da-ab95-1d408f08a6f2_0_20250917_120015.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1343378e-8a33-43d2-9b13-4618410d6228_1_20250917_120016.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/5acb2d53-7376-4a32-a056-a720b6f8d0a4_2_20250917_120017.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/f5d2ae71-86a5-4ac0-98c8-f1a35eda2bcd_3_20250917_120018.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/8b7c8975-31a5-4fef-a732-defd06c4995e_5_20250917_120019.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/dc0d2d4a-e65e-48cb-8665-e512bbd771c4_4_20250917_120020.jpg"
499473,child,Lavender & Red Cotton Round Neck Half Sleeve Printed Oversized T-shirt - Pack Of 2,Lavender||Red,2XL,BODY54F111341,BUL-2BDS-7ICL_CRE -2XL,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/BUL_2BDS_7ICL_CRE _S_BUL_2BDS_7ICL_CRE_sizechart_20250311_104215.jpg,,392.00,2998.00,20,39,BULLMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/df6857d5-fa54-44da-ab95-1d408f08a6f2_0_20250917_120015.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1343378e-8a33-43d2-9b13-4618410d6228_1_20250917_120016.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/5acb2d53-7376-4a32-a056-a720b6f8d0a4_2_20250917_120017.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/f5d2ae71-86a5-4ac0-98c8-f1a35eda2bcd_3_20250917_120018.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/8b7c8975-31a5-4fef-a732-defd06c4995e_5_20250917_120019.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/dc0d2d4a-e65e-48cb-8665-e512bbd771c4_4_20250917_120020.jpg"
612530,standalone,"Reed Diffuser Set Elite-essence Fragrance 120ml Glass Bottle, Aromatic Diffuser, Gift Set With 5 Black Fiber Sticks",,,R-SET120ML-ELITEESSENCE-B-FIBER,R-SET120ML-ELITEESSENCE-B-FIBER,,https://ik.imagekit.io/t2vt6tx4m/media/,Diffusers,359.00,1499.00,18,36,Global Aroma,185881,,,,"Carefully Open The Oil Bottle And Insert The Reeds, Allowing Them To Absorb The Fragrance. Place The Diffuser On A Flat, Stable Surface, Away From Direct Sunlight, Heat Sources, Or Strong Drafts, As These Can Affect Performance.",,,,,,,,,,,,,,,1N,,2025-04-11 11:00:10.188 +0530,2025-10-07 14:40:04.712 +0530,612530,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,66442,11.00,27.00,11.00,350.00,gm,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/R_SET120ML_ELITEESSENCE_B_FIBER_R_SET120ML_ELITEESSENCE_B_FIBER_0_20250411_033754.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/R_SET120ML_ELITEESSENCE_B_FIBER_R_SET120ML_ELITEESSENCE_B_FIBER_1_20250411_033758.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/R_SET120ML_ELITEESSENCE_B_FIBER_R_SET120ML_ELITEESSENCE_B_FIBER_2_20250411_033802.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/R_SET120ML_ELITEESSENCE_B_FIBER_R_SET120ML_ELITEESSENCE_B_FIBER_3_20250411_033807.jpg"
717137,parent,Grey Colorblocked Gym Vest For Men,Grey,S,CHAK18F133531,,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_sizechart_20250519_175427.jpg,Innerwear,,469,,,TRIPR,193417,,Casual,Cotton Blend,Regular Machine Wash,Colorblocked,Regular Fit,,Square Neck,Sleeveless,,,Pull-On,,,,,,,1N,,2025-05-08 15:00:05.912 +0530,2025-10-07 16:40:46.793 +0530,717137,,India,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,160gm,58906,14.00,4.00,30.00,10.00,GRAM,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_0_20250508_072438.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_3_20250508_072445.jpg"
717512,child,Grey Colorblocked Gym Vest For Men,Grey,S,CHAK18F133531,TI.GYBLVEST-VT1-S,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_sizechart_20250519_175427.jpg,,260.00,1999.00,13,26,TRIPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_0_20250508_072438.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_3_20250508_072445.jpg"
717513,child,Grey Colorblocked Gym Vest For Men,Grey,M,CHAK18F133531,TI.GYBLVEST-VT1-M,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_sizechart_20250519_175427.jpg,,260.00,1999.00,13,26,TRIPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_0_20250508_072438.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_3_20250508_072445.jpg"
717514,child,Grey Colorblocked Gym Vest For Men,Grey,L,CHAK18F133531,TI.GYBLVEST-VT1-L,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_sizechart_20250519_175427.jpg,,260.00,1999.00,13,26,TRIPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_0_20250508_072438.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_3_20250508_072445.jpg"
717515,child,Grey Colorblocked Gym Vest For Men,Grey,XL,CHAK18F133531,TI.GYBLVEST-VT1-XL,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_sizechart_20250519_175427.jpg,,260.00,1999.00,13,26,TRIPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_0_20250508_072438.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_3_20250508_072445.jpg"
717516,child,Grey Colorblocked Gym Vest For Men,Grey,2XL,CHAK18F133531,TI.GYBLVEST-VT1-2XL,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_sizechart_20250519_175427.jpg,,260.00,1999.00,13,26,TRIPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_0_20250508_072438.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI_GYBLVEST_VT1_S_TI_GYBLVEST_VT1_3_20250508_072445.jpg"
787062,parent,Womens Boxy Regular Embroidery Crew Neck Tshirt,Red,XS,ELC88F1731202,,Women,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW_XS_WMNBXRL014FEW_sizechart_20250603_082823.png,Tees,,,,,DILLINGER,208248,,Casual,Cotton,Machine Wash,Printed,Boxy,,Round Neck,Half Sleeve,,,Pull On,,,,,,,1N,,2025-06-03 14:00:27.817 +0530,2025-08-08 04:10:52.699 +0530,787062,,India,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,310gm,56646,2.00,15.00,25.00,10.00,GRAM,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_0_20250603_055255.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_2_20250603_055257.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_3_20250603_055257.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_4_20250603_055258.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_1_20250603_055255.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_5_20250603_055314.jpg"
787963,child,Womens Boxy Regular Embroidery Crew Neck Tshirt,Red,XS,ELC88F1731202,WMNBXRL014FEW-XS,Women,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW_XS_WMNBXRL014FEW_sizechart_20250603_082823.png,,504.00,1399.00,25,50,DILLINGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_0_20250603_055255.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_2_20250603_055257.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_3_20250603_055257.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_4_20250603_055258.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_1_20250603_055255.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_5_20250603_055314.jpg"
787964,child,Womens Boxy Regular Embroidery Crew Neck Tshirt,Red,S,ELC88F1731202,WMNBXRL014FEW-S,Women,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW_XS_WMNBXRL014FEW_sizechart_20250603_082823.png,,504.00,1399.00,25,50,DILLINGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_0_20250603_055255.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_2_20250603_055257.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_3_20250603_055257.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_4_20250603_055258.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_1_20250603_055255.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_5_20250603_055314.jpg"
787965,child,Womens Boxy Regular Embroidery Crew Neck Tshirt,Red,M,ELC88F1731202,WMNBXRL014FEW-M,Women,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW_XS_WMNBXRL014FEW_sizechart_20250603_082823.png,,504.00,1399.00,25,50,DILLINGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_0_20250603_055255.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_2_20250603_055257.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_3_20250603_055257.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_4_20250603_055258.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_1_20250603_055255.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_5_20250603_055314.jpg"
787966,child,Womens Boxy Regular Embroidery Crew Neck Tshirt,Red,L,ELC88F1731202,WMNBXRL014FEW-L,Women,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW_XS_WMNBXRL014FEW_sizechart_20250603_082823.png,,504.00,1399.00,25,50,DILLINGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_0_20250603_055255.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_2_20250603_055257.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_3_20250603_055257.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_4_20250603_055258.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_1_20250603_055255.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_5_20250603_055314.jpg"
787967,child,Womens Boxy Regular Embroidery Crew Neck Tshirt,Red,XL,ELC88F1731202,WMNBXRL014FEW-XL,Women,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW_XS_WMNBXRL014FEW_sizechart_20250603_082823.png,,504.00,1399.00,25,50,DILLINGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_0_20250603_055255.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_2_20250603_055257.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_3_20250603_055257.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_4_20250603_055258.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_1_20250603_055255.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/WMNBXRL014FEW-XS_WMNBXRL014FEW_5_20250603_055314.jpg"
792468,standalone,Auto Sight Wi-fi Dash Camera - Grey,,,GIZ_DC01,GIZ_DC01,,https://ik.imagekit.io/t2vt6tx4m/media/,Security,4999.00,4999.00,250,1000,Gizmore,209698,,,Plastic,,,,,,,,,,,,,,,,1N,,2025-06-18 14:00:04.637 +0530,2025-10-03 10:00:10.234 +0530,792468,,China,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,70gm,55196,9.50,5.00,13.00,170.00,gm,Zazz Technology connect pvt ltd,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/fd583657-fb3c-4550-afe3-ef2194a5a831_1_20251003_041659.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/c45f7962-ac39-4ed3-a730-7f3bd9754d76_0_20251003_041701.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/898b6f3f-ddad-4f27-8914-f00047bddd69_3_20251003_041702.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/ca44cdac-d638-4bc9-9335-c6e632c103a2_4_20251003_041702.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/3b91b487-1336-421a-a9d6-94fd81f0426c_2_20251003_041705.jpg"
818766,parent,Women's Blue Don't Talk To Me Graphic Printed Relaxed Fit T-shirt,Blue,S,BEWA26F1743818,,Women,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1388679_659701_sizechart_20250715_124235.jpg,Graphic Tees,,,,,Bewakoof,215554,,Casual,Cotton Blend,Machine wash,Graphic Print,Relaxed Fit,,Round Neck,Half Sleeve,,,Slip-On,,,,,,,1N,,2025-07-10 16:00:37.589 +0530,2025-07-31 14:00:06.410 +0530,818766,,India,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,200gm,49340,28.00,2.00,36.00,350.00,gm,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1388679_659701_0_20250710_092826.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1388679_659701_1_20250710_092832.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1388679_659701_2_20250710_092837.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1388679_659701_3_20250710_092842.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1388679_659701_4_20250710_092847.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1388679_659701_5_20250710_092852.jpg"
821376,child,Women's Blue Don't Talk To Me Graphic Printed Relaxed Fit T-shirt,Blue,XS,BEWA26F1743818,1388678,Women,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1388679_659701_sizechart_20250715_124235.jpg,,499.00,1299.00,25,125,Bewakoof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1388679_659701_0_20250710_092826.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1388679_659701_1_20250710_092832.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1388679_659701_2_20250710_092837.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1388679_659701_3_20250710_092842.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1388679_659701_4_20250710_092847.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/1388679_659701_5_20250710_092852.jpg"
896118,parent,Men's Waffle Polo Plain Maroon T-shirt With Plain Waffle Maroon Shorts Co-ords,Maroon,S,CHAK18F130847,,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_-1_20250903_122120.jpg,Co-ord Sets,,,,,TRIPR,240710,,Casual,Blended Fabric,Regular Machine Wash,Solid/Plain,Comfortable,,Polo Neck,Half Sleeve,,,Drawstring|Zipper,,,,,,,2N,,2025-09-02 16:04:38.378 +0530,2025-10-07 16:41:28.722 +0530,896118,,India,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,480Gm,32707,24.00,7.00,28.00,560.00,g,,,[],99999,0.00,freshness,,0 months,No Warranty,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_0_20250901_123856.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_1_20250901_123855.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_2_20250901_123856.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_3_20250901_123856.jpg"
897076,child,Men's Waffle Polo Plain Maroon T-shirt With Plain Waffle Maroon Shorts Co-ords,Maroon,S,CHAK18F130847,TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_-1_20250903_122120.jpg,,1999.00,1999.00,100,200,TRIPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_0_20250901_123856.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_1_20250901_123855.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_2_20250901_123856.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_3_20250901_123856.jpg"
897086,child,Men's Waffle Polo Plain Maroon T-shirt With Plain Waffle Maroon Shorts Co-ords,Maroon,M,CHAK18F130847,TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-M,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_-1_20250903_122120.jpg,,1999.00,1999.00,100,200,TRIPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_0_20250901_123856.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_1_20250901_123855.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_2_20250901_123856.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_3_20250901_123856.jpg"
897095,child,Men's Waffle Polo Plain Maroon T-shirt With Plain Waffle Maroon Shorts Co-ords,Maroon,L,CHAK18F130847,TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-L,Men,https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_-1_20250903_122120.jpg,,1999.00,1999.00,100,200,TRIPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_0_20250901_123856.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_1_20250901_123855.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_2_20250901_123856.jpg, https://ik.imagekit.io/t2vt6tx4m/media/compressed-images/TI.MRPOLOP36-MRSHORTSS32TRACKSUIT-S_TI.MRPOLOP36-MRSHORTSS32TRACKSUIT_3_20250901_123856.jpg"
